compress_error_test,compress_error_train,past_n_steps,reduced_ranks
12.121487092998798,12.12427469037415,8.0,"[4, 7, 10, 10]"
23.92622957789911,23.637099658194604,8.0,"[3, 5, 5, 5]"
40.09039663412383,39.18338230183956,8.0,"[3, 3, 3, 3]"
