,HURR_STAT_TRANSFO_2016,HURR_STAT_TRANSFO_2012,SHIP,TRUTH,HWRF,OFCL,FSSE,GFSO,DSHP,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,HURR_STAT_GRU_2016,HURR_STAT_GRU_2012,Consensus_HURR_STAT_GRU,HURR_STAT_COMP_2016,HURR_STAT_COMP_2012,Consensus_HURR_STAT_COMP,HURR_STAT_2016,HURR_STAT_2012,Consensus_HURR_STAT,HURR_GRU_ONLY_2016,HURR_GRU_ONLY_2012,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY_2016,HURR_TRANSFO_ONLY_2012,Consensus_HURR_TRANSFO_ONLY,HURR_STAT_TRANSFO_COMP_2016,HURR_STAT_TRANSFO_COMP_2012,Consensus_HURR_STAT_TRANSFO_COMP,CONSENSUS_HURR_4_XGB_ElasticNet_MAE,CONSENSUS_HURR_4_XGB_MLP_MSE
231,43.896576,38.319836,44.0,50.0,48.0,40.0,44.0,43.0,44.0,45.333332,44.974144,42.62101,41.24089,44.65525,44.63352,43.04119,45.15838,42.785236,40.300556,44.69631,41.150974,39.468956,44.287743,43.697826,43.925514,44.924458,38.862476,37.995304,43.71562,43.019203,43.14115198468491
232,43.45653,42.644188,57.0,50.0,41.0,50.0,55.0,48.0,57.0,51.0,49.114132,40.019455,34.845345,48.254864,48.49892,41.91079,50.37473,45.99701,43.113895,49.749252,36.18531,34.86007,47.296326,47.414692,47.709057,50.103672,42.833622,41.316116,48.958405,41.148537,41.205259204869115
233,46.3846,43.192924,53.0,50.0,45.0,50.0,53.0,47.0,53.0,50.333332,49.34615,45.489655,36.11079,49.122414,47.488693,43.335026,49.622173,47.73369,43.16516,49.683422,37.83586,34.797943,47.208965,48.282623,49.14106,49.820656,43.761932,39.90823,48.690483,45.41268,45.11627979512091
234,43.99972,41.70397,52.0,45.0,45.0,50.0,52.0,45.0,52.0,49.666668,48.24993,46.381966,36.55422,48.84549,48.25681,43.384747,49.3142,48.680313,43.795174,49.42008,37.619675,34.647892,46.65492,46.636097,48.105583,48.909023,48.98423,39.783474,49.496056,44.956104,44.69156245186643
235,46.422913,40.380844,49.0,45.0,44.0,50.0,52.0,45.0,49.0,48.333332,47.85573,46.684204,37.26837,47.92105,46.60856,40.50682,47.902138,48.566784,43.491295,48.391697,37.34378,35.885773,45.585945,47.42058,48.571877,48.105145,45.676693,39.656723,47.669174,45.885414,45.34255533279001
236,45.439877,41.171043,51.0,45.0,46.0,50.0,52.0,50.0,51.0,49.666668,48.60997,47.804928,38.101997,49.201233,45.7503,39.500187,48.687576,48.36463,40.4589,49.341156,37.42822,35.890305,46.607056,47.772232,49.203037,49.193058,47.17839,40.014576,49.044598,46.106438,45.52893354697436
237,45.702843,41.10483,51.0,45.0,46.0,50.0,49.0,41.0,51.0,48.666668,47.925713,48.06364,38.80906,48.51591,44.650864,37.212387,47.662716,48.432716,38.968735,48.608177,37.75933,36.88639,45.939835,48.26607,50.71202,48.566517,45.53836,38.33258,47.88459,46.17612,45.42024048626739
238,39.434807,37.32287,43.0,45.0,44.0,50.0,45.0,39.0,43.0,44.0,42.858704,34.6889,29.935911,41.672226,36.17581,31.072027,42.043953,39.832966,32.28534,42.95824,29.583889,29.685583,40.395973,46.502075,48.28238,44.62552,39.727608,34.89214,42.9319,35.079647,34.79993691306909
239,52.810146,50.154564,60.0,60.0,50.0,65.0,63.0,59.0,60.0,57.666668,56.452538,55.645367,54.00454,57.161343,52.94363,48.754177,56.48591,49.444736,49.357124,55.611183,56.958675,55.431316,57.48967,53.524532,53.838993,56.631134,58.85545,53.98503,57.963863,55.348103,56.111400780814634
240,48.63104,49.580654,57.0,75.0,59.0,60.0,64.0,50.0,57.0,60.0,57.15776,54.381573,55.435158,58.595394,50.689354,49.66436,57.67234,47.35171,46.650536,56.83793,55.631012,59.04336,58.907753,55.13637,52.260067,58.784092,52.748943,50.13935,58.187237,52.828102,53.546535194523884
241,47.70281,47.57753,52.0,85.0,52.0,55.0,57.0,42.0,52.0,53.666668,52.1757,51.418327,52.4685,53.104584,48.685207,49.34897,52.421303,47.86478,48.470783,52.216194,53.76959,53.644165,53.692398,51.703022,49.841305,53.175755,51.23966,47.402412,53.059914,50.037086,50.08076376470365
242,56.535282,52.468838,67.0,100.0,64.0,65.0,67.0,52.0,67.0,66.0,63.63382,60.0619,63.07113,64.51547,56.94824,54.78842,63.73706,56.84582,55.00925,63.711456,67.37732,68.34131,66.34433,55.746628,55.891266,63.436657,58.271416,54.894993,64.067856,58.965317,58.608480722174995
243,59.579433,53.33606,68.0,110.0,57.0,65.0,69.0,54.0,68.0,64.666664,63.39486,65.25147,68.19857,64.81287,62.505096,59.747707,64.126274,60.485165,59.594845,63.621292,69.02173,68.61897,65.75543,58.040085,55.51541,63.01002,55.488033,51.984356,62.37201,63.862373,63.29165447838535
244,75.56456,76.16293,85.0,115.0,81.0,85.0,87.0,59.0,85.0,84.333336,82.14114,87.16014,82.965515,85.04004,81.13068,78.73509,83.53267,80.78328,72.62111,83.445816,91.485794,87.90622,86.121445,73.03163,69.56015,81.507904,80.66495,76.95477,83.41624,83.95217,82.42068248719785
245,79.65387,83.99366,97.0,105.0,88.0,90.0,94.0,67.0,97.0,93.0,89.66347,79.93769,85.73266,89.73442,92.85936,91.11598,92.96484,90.20267,85.894875,92.30067,85.67432,86.17092,91.16858,72.96115,62.943844,87.99029,80.11003,83.67932,89.77751,81.02118,79.72483696605863
246,82.15836,89.29473,99.0,100.0,93.0,100.0,98.0,72.0,99.0,96.666664,93.03959,97.02307,98.28312,96.75577,91.62935,93.09308,95.40733,94.16619,90.73539,96.04155,97.295,98.96472,96.823746,54.485466,54.950768,86.12137,85.35616,85.270905,93.83904,92.244514,90.4813774945415
247,89.07736,90.02623,100.0,90.0,98.0,100.0,97.0,63.0,100.0,98.333336,96.01934,94.956856,95.90531,97.48921,99.56721,95.273964,98.6418,95.94858,100.70749,97.737144,98.21646,99.348724,98.304115,52.944466,51.091618,86.986115,91.08915,86.400604,96.522285,94.77641,93.090005274285
248,87.84575,86.75365,93.0,80.0,103.0,100.0,93.0,63.0,93.0,96.333336,94.21144,93.48117,95.03514,95.62029,105.06616,99.38883,98.51654,101.42524,100.29572,97.60631,99.50879,94.63333,97.1272,52.21848,52.9948,85.30462,83.60847,83.8607,93.152115,93.14026,92.30109107111511
249,72.25349,71.07681,77.0,70.0,87.0,90.0,82.0,58.0,77.0,82.0,79.56337,70.62615,65.769356,79.15654,82.16471,80.32475,82.041176,83.86968,77.971504,82.46742,71.21033,68.8991,79.30258,55.140972,52.468082,75.28524,73.45571,72.21498,79.86393,71.26637,69.55858936599094
250,64.86772,64.117905,68.0,60.0,73.0,90.0,75.0,64.0,68.0,72.0,70.216934,69.404755,64.38422,71.35119,72.70978,71.82219,72.177444,82.5526,77.29086,74.63815,71.93503,68.39247,71.98376,52.148357,46.659973,67.03709,73.98307,64.00974,72.495766,66.016685,63.48913478978814
251,58.74018,58.22634,68.0,55.0,68.0,80.0,71.0,55.0,68.0,69.0,66.43504,62.2592,60.401356,67.314804,63.80195,61.772118,67.700485,68.62057,67.658806,68.90514,60.15772,55.24852,66.78943,46.21348,43.056965,63.30337,54.483086,53.890934,65.37077,60.097576,57.19473526743347
252,51.20281,56.779438,37.0,45.0,38.0,55.0,47.0,43.0,37.0,40.666668,43.3007,44.49318,47.25673,41.623295,48.456768,47.084126,42.614193,52.18318,45.956,43.545795,40.32643,35.594116,40.581608,42.849953,42.70349,41.212486,54.67558,47.30197,44.168896,45.995857,44.90308504227039
253,39.31176,39.315567,42.0,40.0,40.0,50.0,47.0,43.0,42.0,43.0,42.07794,37.87509,38.051826,41.718773,39.343353,36.36406,42.08584,36.954605,39.203133,41.48865,34.361313,32.967155,40.84033,39.267925,40.18681,42.066982,40.43568,39.121643,42.35892,38.278763,38.39266493345531
254,37.08639,37.03674,37.0,35.0,34.0,40.0,40.0,38.0,37.0,37.0,37.0216,35.865776,38.01368,36.716446,36.252213,36.811203,36.813053,36.24324,34.590164,36.81081,35.10271,35.01477,36.525677,40.321503,40.88551,37.830376,35.5285,35.792,36.632126,35.640507,35.36795822877781
255,31.826136,30.970455,32.0,30.0,40.0,35.0,34.0,31.0,32.0,35.333332,34.456535,29.740675,31.548557,33.93517,30.32327,31.469679,34.08082,29.874685,31.764648,33.96867,29.691477,26.871613,33.92287,36.93671,39.31133,35.734177,30.23004,31.741247,34.05751,29.71333,29.783472517180474
256,34.127186,33.635597,39.0,30.0,39.0,35.0,39.0,37.0,39.0,39.0,37.781796,43.475117,43.557957,40.11878,33.97469,34.4436,37.74367,34.286556,35.7201,37.82164,44.2565,43.129395,40.314125,38.722343,40.818626,38.930588,36.53332,33.38675,38.38333,39.422325,37.5911798095204
257,28.95459,29.422413,36.0,24.999998,36.0,35.0,36.0,39.0,36.0,36.0,34.238647,31.959703,31.738268,34.989925,30.469204,30.794859,34.617302,29.968935,31.553059,34.492233,30.59839,29.959713,34.649597,37.145344,41.18905,36.286335,27.298105,28.55254,33.824528,29.994034,30.636715147481638
258,26.813606,26.75947,29.0,24.999998,36.0,25.0,31.0,28.0,29.0,32.0,30.703402,29.823992,28.98898,31.455997,28.187462,28.65141,31.046865,27.909918,27.59557,30.97748,28.086601,27.672855,31.02165,40.250816,38.933365,34.062706,26.92052,25.84981,30.73013,27.729456,28.419256976334673
259,71.5693,81.96185,73.0,72.5,60.0,65.0,65.0,50.0,56.0,60.333332,63.142326,74.34117,76.78529,63.835293,69.34654,71.076096,62.586636,69.17896,65.03866,62.54474,73.24698,74.07333,63.561745,75.01473,75.12744,64.003685,73.17817,75.72287,63.54454,74.19324,73.52152867239164
260,68.88375,72.1577,87.0,67.5,60.0,65.0,71.0,59.0,59.0,63.333332,64.72094,77.29577,74.41272,66.823944,70.95708,70.303986,65.23927,70.99138,67.46706,65.24785,62.169563,72.7235,63.04239,79.44153,76.53313,67.36038,65.60482,73.76823,63.901207,74.938126,73.93884195223704
261,67.46368,62.93937,84.0,62.5,77.0,65.0,63.0,63.0,58.0,66.0,66.36592,65.01409,64.15598,65.753525,50.286766,49.718285,62.071693,51.69236,53.261456,62.423088,36.95958,39.291607,58.739895,66.82898,72.95586,66.207245,59.944557,65.34888,64.48614,66.611404,68.58508117842582
262,57.54589,50.434025,69.0,55.0,56.0,45.0,45.0,54.0,47.0,49.333332,51.386475,41.38313,47.059402,47.345783,39.2436,36.981506,46.810898,39.824074,43.46421,46.956017,44.4368,45.1836,48.1092,65.17607,61.563805,53.294018,51.58758,51.32144,49.896896,47.491093,45.514864013685234
263,38.908657,37.04517,54.0,35.0,45.0,35.0,33.0,47.0,39.0,39.0,38.977165,40.874992,39.544823,39.46875,41.134872,40.587997,39.53372,37.80692,37.148045,38.70173,42.930466,41.280884,39.982616,50.960533,55.2222,41.990135,38.50215,36.054443,38.875538,40.225018,41.121003609328696
264,34.816055,33.24318,48.0,24.999998,39.0,30.0,25.0,23.0,35.0,33.0,33.454014,36.754837,34.859196,33.93871,34.15052,32.828903,33.28763,34.645905,32.399734,33.411476,36.81868,34.706963,33.95467,46.06207,47.732002,36.26552,37.70375,31.615868,34.175938,35.24682,34.83664111633965
265,75.50713,69.088715,84.0,90.0,65.0,90.0,85.0,74.0,84.0,78.0,77.376785,83.08481,83.063034,79.2712,73.752014,72.3201,76.938,73.70273,73.92822,76.92568,91.7442,90.882,81.43605,61.096375,55.680477,73.77409,76.24205,74.375595,77.56052,81.407646,80.98219667571972
266,77.65552,88.94873,95.0,85.0,74.0,90.0,89.0,81.0,95.0,86.0,83.91388,93.197266,93.54162,87.79932,88.87505,85.58565,86.718765,91.17445,81.26625,87.29361,100.347984,98.72569,89.587,68.828606,68.88251,81.70715,85.954956,84.267235,85.98874,88.00464,86.01998853158484
267,88.161514,93.08902,100.0,80.0,89.0,100.0,90.0,65.0,100.0,93.0,91.790375,93.92523,92.343315,93.23131,89.87826,87.94413,92.21957,88.093185,87.349075,91.7733,96.70679,95.452484,93.9267,66.04926,68.23015,86.262314,94.86368,88.36832,93.46592,93.62931,92.41115597709508
268,75.615166,78.74719,82.0,75.0,69.0,80.0,77.0,74.0,82.0,76.0,75.90379,64.35417,66.992325,73.08855,77.86928,75.050415,76.467316,76.26922,74.84088,76.06731,67.90048,68.43298,73.97512,58.157673,55.63036,71.53942,67.953,72.603905,73.98825,69.34141,68.5032383922389
269,77.129234,74.24546,74.0,70.0,65.0,70.0,68.0,54.0,74.0,69.0,71.03231,61.901474,62.251335,67.22537,65.61348,69.26069,68.153366,65.66378,60.969,68.16595,65.33385,66.60169,68.083466,64.14793,60.930603,67.78698,74.19246,69.27855,70.29811,68.37632,67.78566340601077
270,56.182064,59.201317,65.0,70.0,65.0,65.0,61.0,57.0,65.0,63.666668,61.795517,59.76934,57.683636,62.692337,56.989044,56.088596,61.99726,55.339363,57.3827,61.58484,60.093597,60.958004,62.7734,54.97077,56.509315,61.49269,51.71225,60.820484,60.678062,58.946106,58.9925450649522
271,56.03392,53.64716,58.0,65.0,65.0,60.0,56.0,53.0,58.0,59.666668,58.75848,58.637714,59.199654,59.409428,51.093307,53.646458,57.523327,51.49761,51.504066,57.6244,63.09173,60.054985,60.522934,55.816307,55.315414,58.70408,57.32795,58.675022,59.081985,57.89167,58.88056709016914
272,52.192192,51.389923,57.0,60.0,55.0,60.0,56.0,56.0,57.0,56.0,55.04805,55.67759,54.843086,55.919395,49.84043,49.932194,54.460106,48.773922,49.588974,54.19348,59.099453,54.177116,56.774864,56.366356,55.292053,56.09159,57.10233,54.95939,56.27558,54.703697,55.472542096246094
273,43.94014,46.33043,52.0,60.0,55.0,55.0,54.0,60.0,52.0,53.666668,51.235035,48.001762,50.257053,52.250443,46.765366,45.717476,51.94134,45.4842,46.813473,51.621048,51.6305,49.930374,53.157623,49.434628,50.31315,52.608658,46.35769,44.22638,51.839424,46.39272,46.53333387077405
274,54.010525,53.460575,58.0,70.0,55.0,55.0,57.0,52.0,58.0,56.666668,56.002632,54.69638,58.544926,56.174095,53.43499,54.81661,55.85875,51.871735,52.66923,55.467934,55.552254,56.83793,56.38806,56.53286,60.373734,56.633217,54.078922,58.59367,56.01973,54.804596,54.95894252247855
275,44.96952,45.461174,56.0,65.0,65.0,55.0,58.0,51.0,56.0,59.666668,55.99238,47.65007,45.381546,56.662518,46.832726,47.28642,56.458183,46.66115,46.03517,56.415287,48.386192,47.273834,56.84655,47.74906,48.930397,56.687263,43.869434,44.111702,55.717358,46.354603,46.25698014686411
276,36.76542,38.21517,48.0,55.0,49.0,50.0,56.0,54.0,48.0,51.0,47.441353,38.981133,42.093403,47.995285,39.845535,38.532593,48.211384,37.459366,36.04532,47.61484,39.980476,39.08309,48.245117,45.044373,46.947655,49.511093,37.065845,37.268055,47.51646,37.940334,39.23179184145809
277,39.87708,40.261173,50.0,45.0,50.0,50.0,54.0,55.0,50.0,51.333332,48.46927,48.647522,51.200317,50.66188,41.01846,41.824577,48.754616,44.870266,39.648014,49.717567,48.014557,47.51415,50.50364,45.41518,47.036232,49.853794,41.575317,40.855194,48.89383,44.25122,43.89097538042326
278,64.70163,62.467705,64.0,40.0,59.0,65.0,65.0,55.0,64.0,62.666668,63.175407,65.66719,58.42902,63.416798,60.739243,61.683342,62.18481,64.17259,64.672745,63.043148,72.42958,68.85507,65.10739,56.974434,61.48702,61.243607,61.7255,61.44128,62.431374,65.172386,64.04800635098657
279,50.13539,49.897793,58.0,35.0,47.0,55.0,55.0,47.0,58.0,53.333332,52.533848,50.733192,51.170494,52.683296,54.78504,51.604286,53.69626,54.10117,52.3874,53.52529,54.182014,48.90135,53.5455,51.650135,53.18479,52.912533,52.73412,51.11377,53.18353,50.380527,49.088568174819294
280,34.237785,34.226864,38.0,30.0,32.0,45.0,39.0,36.0,38.0,36.333332,35.80945,37.42434,35.36828,36.606087,34.754593,36.9373,35.93865,36.140198,36.886017,36.28505,35.155563,34.841457,36.03889,41.6315,44.057663,37.657875,36.61509,39.289345,36.40377,35.246395,35.25751060729313
281,29.33338,29.22429,27.0,30.0,31.0,30.0,31.0,32.0,27.0,29.666666,29.583345,30.281765,30.79942,29.820442,32.799744,32.001328,30.449936,31.668884,31.10603,30.167221,28.432438,28.64013,29.358109,36.581146,37.026443,31.395287,28.976685,28.950853,29.494171,29.108728,31.05326168403442
282,62.156097,71.82097,64.0,55.0,47.0,55.0,55.0,45.0,64.0,55.333332,57.039024,71.1601,69.84343,59.290024,58.494102,60.533714,56.123528,62.54878,63.945084,57.137196,76.0169,75.0118,60.504227,71.34112,68.65247,59.33528,59.836754,69.92448,56.45919,67.67082,67.01945958776525
283,64.83919,65.702034,66.0,45.0,45.0,55.0,53.0,47.0,66.0,54.666668,57.209797,60.40381,60.38269,56.100952,61.382904,61.427933,56.345726,57.45356,58.74672,55.363388,66.93341,65.32023,57.733353,66.944565,66.68618,57.73614,54.855175,63.32019,54.713795,63.273285,63.63327847540163
284,57.46042,57.7531,62.0,35.0,46.0,50.0,47.0,35.0,62.0,51.666668,53.115105,59.520447,58.521816,53.63011,64.56118,62.907516,54.890297,65.759254,61.077908,55.18981,62.08123,61.523304,54.27031,61.551365,62.462486,54.13784,59.077393,53.13135,53.51935,58.496117,55.83290337769377
285,40.32751,43.68945,44.0,30.0,36.0,40.0,33.0,34.0,44.0,37.666668,38.33188,39.4249,36.375412,38.106224,37.542976,38.641365,37.635742,41.415306,38.30863,38.60383,38.843132,37.21679,37.960785,51.790516,51.27736,41.197628,43.55796,38.372528,39.13949,38.475006,37.69988250929029
286,27.463007,27.496359,16.0,24.999998,30.0,30.0,25.0,24.0,16.0,23.666666,24.615751,28.317616,27.09888,24.829403,25.97528,27.171831,24.24382,27.880257,27.522583,24.720064,30.069012,29.16658,25.267254,36.80719,37.066814,26.951797,25.75026,25.683676,24.187565,26.621675,26.787900237555146
287,71.5272,73.18169,62.0,50.0,62.0,65.0,61.0,37.0,62.0,61.666668,64.1318,72.3974,75.414955,64.34935,82.01918,76.08986,66.75479,80.13228,78.132195,66.283066,75.31796,76.32316,65.07949,58.50125,55.161842,60.875313,72.81792,71.88374,64.45448,72.87787,70.72073359483917
288,68.27695,66.07051,58.0,45.0,63.0,50.0,56.0,42.0,58.0,59.0,61.319237,59.635406,57.545967,59.15885,69.19804,69.15935,61.549507,74.18909,71.80272,62.79727,60.129105,58.677944,59.282276,50.060596,50.65583,56.76515,63.95934,64.628395,60.239834,62.10949,60.30836998654294
289,48.369316,48.088905,31.0,40.0,35.0,35.0,36.0,47.0,31.0,34.0,37.59233,40.81122,38.85061,35.702805,51.3284,48.531372,38.3321,53.633934,49.088196,38.908485,42.07453,42.235443,36.01863,46.221058,46.449383,37.055264,48.130054,46.730766,37.532513,42.61648,42.080530479629125
290,38.203228,36.618744,23.0,35.0,48.0,30.0,31.0,39.0,23.0,34.0,35.050808,36.2879,34.27121,34.571976,34.966244,34.05227,34.24156,37.79183,36.15249,34.947956,36.541256,36.474934,34.635315,38.500587,40.050312,35.125145,37.73018,38.20486,34.932545,35.830505,34.98295827742923
291,34.514935,35.16607,28.0,30.0,37.0,30.0,35.0,39.0,28.0,33.333332,33.628735,33.813347,32.404877,33.45334,34.7138,33.277725,33.67845,36.77468,33.76215,34.193672,34.411163,33.878166,33.60279,37.113937,39.411762,34.278484,34.27205,33.96765,33.568012,32.849228,33.72283951058738
292,32.52939,32.882107,22.0,30.0,39.0,30.0,30.0,32.0,22.0,30.333334,30.882347,29.899689,30.281843,30.224922,33.232555,34.068245,31.05814,33.971504,33.1224,31.242876,30.483074,30.327755,30.37077,36.129673,36.63765,31.782417,33.760494,31.479181,31.190125,29.775919,31.396095125756588
293,29.26264,29.910946,19.0,30.0,33.0,25.0,28.0,34.0,19.0,26.666666,27.31566,28.56723,28.035248,27.141808,29.389544,29.47068,27.347385,27.238993,29.08315,26.809748,28.2706,27.395298,27.06765,33.379353,35.824814,28.344837,29.4931,27.875532,27.373276,28.264845,28.553496105403337
294,27.049894,27.42711,21.0,30.0,37.0,25.0,33.0,25.0,21.0,30.333334,29.512474,28.065569,26.393854,29.766392,26.943827,27.204422,29.485956,27.290731,27.547846,29.572683,25.458069,25.494526,29.114517,33.070602,32.93268,31.01765,26.860136,26.519217,29.465034,26.579098,27.06541436525034
295,46.801456,44.070587,30.0,35.0,41.0,35.0,37.0,28.0,30.0,36.0,38.700363,40.25617,39.501064,37.06404,42.27651,43.07789,37.569126,44.07883,41.53761,38.019707,45.053772,45.08653,38.263443,48.82206,47.80351,39.205513,47.173393,44.44784,38.79335,41.977966,41.35642598651481
296,33.009468,34.42144,22.0,35.0,35.0,30.0,32.0,25.0,22.0,29.666666,30.502367,29.855549,30.986393,29.713886,33.877365,34.37442,30.719341,35.324306,36.481407,31.081078,30.91679,31.220741,29.979198,39.629932,43.017403,32.157482,31.698645,32.862175,30.174662,29.779333,31.629091907982975
297,32.348297,30.585966,19.0,35.0,32.0,30.0,30.0,22.0,19.0,27.0,28.337074,35.21843,35.79854,29.054607,31.880127,31.836792,28.220032,33.556225,33.278267,28.639057,36.59475,35.779114,29.398687,36.299995,38.52388,29.324999,31.442064,30.358675,28.110516,33.042953,33.102919836732255
298,33.958435,32.080566,16.0,35.0,29.0,25.0,25.0,25.0,16.0,23.333334,25.989609,33.789536,35.58512,25.947384,32.549744,32.51767,25.637436,34.208363,34.828285,26.05209,36.991146,37.51284,26.747787,36.649006,39.430912,26.66225,32.052315,30.271156,25.513079,32.751526,32.846529572844496
299,28.381617,29.170536,18.0,30.0,28.0,25.0,25.0,18.0,18.0,23.666666,24.845404,28.973125,29.110815,24.993282,30.809227,30.618433,25.452307,33.0772,32.729553,26.0193,29.34399,29.825623,25.085999,35.603302,38.93654,26.650826,27.282787,26.972507,24.570698,27.212688,29.5586247296268
300,30.415998,30.31644,21.0,24.999998,22.0,25.0,25.0,17.0,21.0,22.666666,24.604,30.484861,30.509808,24.621216,32.029335,33.2809,25.007334,32.77284,33.369286,25.19321,31.984875,32.065823,24.99622,36.545662,38.235214,26.136415,31.159046,30.753584,24.78976,29.3239,30.911816842133383
301,103.53851,95.7365,81.0,105.0,87.0,95.0,88.0,63.0,81.0,85.333336,89.88463,102.99893,109.20059,89.74973,95.48088,94.42734,87.870224,107.88097,102.29622,90.970245,102.53299,104.999466,89.63325,72.10459,66.224785,82.026146,103.37798,97.236404,89.8445,102.83313,102.5439142949787
302,107.99155,108.07913,99.0,115.0,98.0,110.0,99.0,75.0,99.0,98.666664,100.99789,106.02667,112.058556,100.50667,99.243454,101.38806,98.81087,104.29343,104.88692,100.07336,104.391556,107.69504,100.097885,65.15621,61.791077,90.289055,108.58951,109.1046,101.14738,108.0668,107.27092048041729
303,110.14241,105.831154,107.0,130.0,97.0,110.0,104.0,75.0,107.0,102.666664,104.5356,102.80667,102.33084,102.70167,105.70131,104.15396,103.42532,107.532974,108.57193,103.88324,100.545364,99.70593,102.13634,65.21953,59.54301,93.304886,103.227806,103.78226,102.80695,107.31124,107.49130133687183
304,114.39528,113.5786,106.0,130.0,116.0,110.0,104.0,72.0,106.0,108.666664,110.098816,108.86549,109.15457,108.71637,103.23735,102.81575,107.30934,109.683495,110.588936,108.920876,110.708084,112.91055,109.17702,70.72775,66.66153,99.18194,113.00523,109.276955,109.75131,112.16545,112.2253759540643
305,111.81802,114.42932,114.0,125.0,102.0,115.0,107.0,73.0,114.0,107.666664,108.704506,113.7888,115.00488,109.197205,110.63959,110.29787,108.4099,112.632515,115.22794,108.90813,110.540535,114.20131,108.38513,69.575386,73.89166,98.143845,117.5031,116.73912,110.12578,115.03932,114.87939026637753
306,113.96408,116.59048,112.0,110.0,109.0,110.0,103.0,80.0,112.0,108.0,109.49102,112.97729,113.11425,109.24432,109.475235,110.63147,108.368805,110.4494,110.91968,108.61235,110.82763,114.06532,108.70691,75.00732,78.45486,99.75183,114.4892,118.35347,109.6223,115.636024,115.36859712591082
307,112.62053,117.30435,118.0,95.0,118.0,110.0,107.0,78.0,118.0,114.333336,113.905136,112.27102,116.86211,113.81776,107.099625,112.394936,112.5249,112.49118,112.424194,113.872795,115.58379,114.49954,114.64595,90.58722,84.62045,108.396805,113.520905,117.284164,114.130226,113.77515,113.74724924863274
308,105.70975,107.39686,104.0,80.0,102.0,95.0,97.0,73.0,104.0,101.0,102.17744,97.76256,109.081055,100.19064,104.3374,109.28572,101.83435,107.71275,105.13655,102.67819,105.47391,111.68834,102.11848,90.61717,87.47827,98.4043,106.047295,110.846664,102.261826,101.89015,102.35644889849038
309,98.94968,103.732376,77.0,65.0,98.0,80.0,73.0,65.0,77.0,82.666664,86.73742,87.04524,95.30127,83.76131,93.79344,93.99425,85.448364,95.37452,92.59717,85.84363,91.94894,93.42537,84.987236,82.22889,90.405304,82.55722,97.965454,103.74768,86.49136,92.743774,92.57153206883507
310,72.60023,75.53972,60.0,55.0,44.0,60.0,51.0,49.0,60.0,51.666668,56.900055,60.460323,66.75886,53.86508,77.74031,78.5007,58.185078,75.578674,76.27159,57.64467,67.68251,64.6968,55.670628,70.45138,69.818375,56.362846,71.70563,74.9807,56.676407,65.65937,64.93019277424125
311,52.165524,56.15841,43.0,40.0,36.0,55.0,37.0,48.0,43.0,38.666668,42.04138,48.622913,47.715775,41.155727,59.159065,62.214333,43.789764,61.87117,58.21806,44.467793,49.38124,51.771965,41.34531,56.405636,55.118965,43.10141,47.309,53.02622,40.827248,48.998814,47.04922260117905
312,40.73649,44.547653,31.0,35.0,30.0,40.0,31.0,40.0,31.0,30.666666,33.18412,41.225674,39.693916,33.30642,39.37874,40.389465,32.844685,43.17609,45.281948,33.79402,42.605637,42.23638,33.65141,43.99774,48.261826,33.999435,39.16833,36.449356,32.792084,39.78806,39.402425294090705
313,34.684692,34.186195,21.0,30.0,28.0,35.0,26.0,36.0,21.0,25.0,27.421173,32.3648,31.520632,26.8412,32.621025,32.018456,26.905256,34.14464,33.529343,27.28616,35.200356,34.15782,27.550089,36.06915,39.237347,27.767288,30.744741,33.883034,26.436186,32.14046,32.278721051210425
314,28.99114,28.430962,16.0,24.999998,23.0,30.0,25.0,22.0,16.0,21.333334,23.247786,28.721693,27.440548,23.180424,27.436842,27.000122,22.859211,27.890903,28.352652,22.972725,29.358393,29.146544,23.339598,37.491135,37.920727,25.372784,28.692633,28.81198,23.173159,27.773867,27.739230764379375
315,91.176605,85.91693,80.0,75.0,53.0,75.0,72.0,58.0,80.0,68.333336,74.04415,83.248985,78.95959,72.06225,81.88152,80.87157,71.72038,78.04524,83.69329,70.76131,86.91904,80.76399,72.97976,83.84585,86.7014,72.211464,89.74439,91.40524,73.6861,88.517715,88.58913875594268
316,94.525894,98.62518,84.0,65.0,51.0,70.0,68.0,47.0,84.0,67.666664,74.38147,103.17865,101.50609,76.54466,104.90451,104.94531,76.97613,99.02898,98.37233,75.50725,112.11398,108.80655,78.778496,91.81355,92.867905,73.703384,100.6168,101.87841,75.9042,102.734146,101.29858405702933
317,85.72318,82.281525,79.0,55.0,50.0,65.0,62.0,45.0,79.0,63.666668,69.18079,89.95545,90.208786,70.23886,96.51975,94.6517,71.87994,94.66696,94.19762,71.41674,86.10124,88.16214,69.275314,80.13864,79.68495,67.78466,91.416565,92.09418,70.60414,89.83208,88.26060242643669
318,78.0054,76.25863,71.0,45.0,40.0,60.0,53.0,38.0,71.0,54.666668,60.50135,80.72732,81.31774,61.18183,82.01521,82.09747,61.503803,81.2728,77.55664,61.3182,79.32157,77.04395,60.83039,72.55954,72.57039,59.139885,78.911316,79.117386,60.72783,80.78648,78.705318698305
