,HURR_STAT_TRANSFO_2016,HURR_STAT_TRANSFO_2012,SHIP,TRUTH,HWRF,OFCL,FSSE,GFSO,DSHP,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,HURR_STAT_GRU_2016,HURR_STAT_GRU_2012,Consensus_HURR_STAT_GRU,HURR_STAT_COMP_2016,HURR_STAT_COMP_2012,Consensus_HURR_STAT_COMP,HURR_STAT_2016,HURR_STAT_2012,Consensus_HURR_STAT,HURR_GRU_ONLY_2016,HURR_GRU_ONLY_2012,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY_2016,HURR_TRANSFO_ONLY_2012,Consensus_HURR_TRANSFO_ONLY,HURR_STAT_TRANSFO_COMP_2016,HURR_STAT_TRANSFO_COMP_2012,Consensus_HURR_STAT_TRANSFO_COMP,CONSENSUS_HURR_4_XGB_ElasticNet_MAE,CONSENSUS_HURR_4_XGB_MLP_MSE
0,75.4057,73.70424,78.0,75.0,62.0,80.0,81.0,57.0,78.0,73.666664,74.101425,77.5202,78.67616,74.63005,73.382355,73.475235,73.59559,75.90249,72.87587,74.225624,74.34594,73.677826,73.83649,64.270355,60.10536,71.31759,75.73272,75.355125,74.18318,77.18868,75.68789075350358
1,80.316925,81.10275,81.0,85.0,66.0,85.0,83.0,61.0,81.0,76.666664,77.57923,89.32867,89.10513,79.83217,83.744194,83.91896,78.43605,83.425804,81.58071,78.35645,84.89705,86.54233,78.72426,66.90061,64.59774,74.22515,80.96854,86.839966,77.742134,87.25308,85.82500407541472
2,90.36807,85.64693,92.0,95.0,77.0,90.0,95.0,75.0,92.0,88.0,88.59202,96.57816,102.6815,90.14454,96.01216,88.16922,90.00304,93.66683,94.206055,89.41671,93.6641,96.78522,89.41602,67.26247,66.88646,82.81561,95.53813,89.999405,89.88454,96.216286,94.48956646300299
3,95.91616,94.59961,89.0,105.0,77.0,95.0,92.0,73.0,89.0,86.0,88.47904,102.99884,102.90577,90.24971,95.91071,94.52109,88.47768,98.29016,98.03966,89.07254,98.34569,100.10104,89.086426,71.41812,62.67221,82.35453,98.02161,94.55019,89.0054,101.7494,100.44802746936769
4,95.923904,98.68184,93.0,120.0,81.0,100.0,99.0,70.0,93.0,91.0,92.23097,100.78606,103.791855,93.44652,96.13392,98.4516,92.28348,95.86685,101.55865,92.21671,98.48801,99.583984,92.872,67.132706,65.34837,85.03317,96.7771,98.97916,92.444275,100.83894,99.47782684311696
5,108.75679,113.6988,104.0,115.0,77.0,110.0,106.0,71.0,104.0,95.666664,98.93919,110.64306,113.568085,99.41077,110.04782,110.02155,99.261955,108.01218,111.54762,98.753044,106.986664,109.38509,98.496666,75.81564,75.41479,90.70391,113.14667,115.04384,100.03667,112.56036,111.97125762265024
6,112.74883,119.29813,103.0,110.0,89.0,120.0,100.0,84.0,103.0,97.333336,101.18721,115.24765,119.5175,101.81191,108.184975,108.8374,100.04624,109.21737,111.23886,100.304344,115.45561,118.81439,101.86391,65.63106,68.377785,89.40776,114.05232,118.81384,101.51308,116.653244,115.94452125789238
7,116.717186,118.240524,120.0,110.0,94.0,120.0,117.0,95.0,120.0,110.333336,111.9293,114.986465,118.998764,111.49661,112.745804,115.52976,110.93645,114.803024,119.01645,111.45076,115.70674,120.29497,111.67668,54.37269,63.390297,96.34317,112.84416,119.62686,110.961044,117.77051,118.05694982565562
8,113.7721,118.8159,127.0,110.0,96.0,120.0,114.0,96.0,127.0,112.333336,112.69302,113.06084,119.92029,112.51521,117.33018,119.13777,113.58254,112.607635,118.39923,112.40191,112.54286,122.027756,112.38571,59.985878,64.693,99.24647,107.8555,120.4091,111.213875,116.55644,116.6568538214163
9,101.409744,108.92451,115.0,110.0,95.0,100.0,99.0,88.0,115.0,103.0,102.60243,100.08672,103.53235,102.27168,103.250336,111.21982,103.062584,103.66803,105.94937,103.16701,99.67464,103.75559,102.168655,61.34763,66.10773,92.58691,107.191666,110.1992,104.04791,102.28839,101.7193777925581
10,98.798386,100.07539,107.0,105.0,86.0,95.0,88.0,81.0,107.0,93.666664,94.9496,95.95201,93.86795,94.23801,94.83974,96.687454,93.95993,90.43901,93.48378,92.85976,90.011765,92.60683,92.752945,68.6132,64.00008,87.4033,97.65367,100.026985,94.66342,99.74033,99.2050679097927
11,98.42851,96.22244,101.0,100.0,80.0,90.0,86.0,76.0,101.0,89.0,91.35713,96.729645,98.54616,90.93241,98.115326,93.830635,91.27883,92.22403,93.182175,89.80601,97.31027,99.528244,91.07757,64.98764,61.533813,82.99691,94.572655,97.51036,90.393166,100.309845,99.42249330699958
12,95.363014,92.3441,99.0,95.0,78.0,90.0,83.0,72.0,99.0,86.666664,88.84075,95.99345,96.87608,88.99836,92.94077,91.84022,88.23519,92.57328,91.49477,88.14332,97.54263,98.09317,89.38566,69.10297,60.529045,82.27574,96.72502,94.72055,89.18126,97.573654,96.29554762706496
13,95.96994,94.25949,92.0,90.0,70.0,85.0,79.0,74.0,92.0,80.333336,84.242485,95.09723,96.56867,84.02431,96.17899,92.51483,84.29475,91.773834,93.86558,83.19346,97.64812,99.23059,84.66203,66.47752,63.43129,76.869385,93.72051,93.97328,83.68013,97.97361,96.78877918314458
14,87.05596,86.45061,82.0,85.0,69.0,80.0,72.0,68.0,82.0,74.333336,77.51399,83.43205,83.76394,76.60802,86.81743,82.78212,77.45436,85.07438,84.84734,77.01859,83.21739,84.0058,76.55435,67.71207,61.37748,72.67802,86.090324,86.61696,77.27258,86.35983,84.82771302876628
15,79.26675,75.50434,75.0,75.0,69.0,75.0,69.0,71.0,75.0,71.0,73.06669,75.22178,76.384674,72.05544,76.17854,82.319695,72.29463,81.9064,79.297165,73.7266,75.913,74.01092,72.22825,66.622025,62.275124,69.9055,76.88227,80.48741,72.470566,76.52396,74.66305653429926
16,73.63017,75.01954,71.0,70.0,63.0,65.0,66.0,70.0,71.0,66.666664,68.40755,70.52693,74.281586,67.63173,65.157166,73.44065,66.28929,74.778564,72.43996,68.69464,73.7525,69.87356,68.438126,66.934845,68.135216,66.73371,71.04428,75.55865,67.76107,70.636795,68.46981756309798
17,72.074265,72.79258,66.0,60.0,62.0,60.0,60.0,65.0,66.0,62.666668,65.01857,66.709526,64.759315,63.677383,67.46966,64.880325,63.867416,69.382515,67.553,64.34563,64.733246,66.08362,63.18331,65.941696,63.391273,63.485424,69.91938,75.65102,64.47984,69.01172,67.57922479806284
18,64.83673,62.24005,58.0,55.0,58.0,55.0,54.0,62.0,58.0,56.666668,58.709183,62.80265,62.739555,58.20066,63.50495,62.60945,58.376236,60.897156,63.40091,57.72429,63.70678,59.910824,58.426697,61.778946,59.667595,57.944736,65.29981,61.452816,58.82495,64.51252,64.15993935183681
19,47.847767,44.784386,48.0,45.0,50.0,45.0,45.0,55.0,48.0,47.666668,47.71194,49.840714,48.362514,48.21018,44.58921,43.732315,46.8973,43.088104,44.742058,46.522026,49.37144,47.029545,48.09286,52.290062,50.901707,48.822517,47.032867,42.809494,47.508217,49.32238,49.68840519063125
20,42.932934,41.12934,44.0,35.0,44.0,45.0,40.0,52.0,44.0,42.666668,42.733234,40.404373,38.77908,42.101093,47.395657,45.167603,43.848915,42.8742,41.466652,42.71855,43.87951,43.740498,42.96988,44.197987,45.144993,43.049496,41.35578,42.11035,42.338943,41.635895,42.037040557001475
21,34.020496,33.811165,34.0,30.0,40.0,40.0,34.0,38.0,34.0,36.0,35.505123,33.62779,31.849686,35.406948,30.48209,31.67145,34.62052,32.569008,30.630043,35.14225,35.188065,34.230743,35.797016,37.44395,38.203472,36.36099,34.07778,31.60075,35.519447,32.64363,31.83708017469048
22,32.318916,33.08916,27.0,30.0,31.0,35.0,31.0,32.0,27.0,29.666666,30.32973,31.738504,32.2671,30.184626,32.122025,34.13056,30.280506,33.527225,31.683636,30.631805,34.568253,33.913185,30.892063,37.610397,38.762222,31.6526,33.245228,31.835194,30.561306,30.792768,31.670991045539083
23,28.849213,28.205336,17.0,30.0,29.0,30.0,26.0,26.0,17.0,24.0,25.212303,25.85726,25.825857,24.464315,26.19937,27.8206,24.549843,27.200413,27.876778,24.800102,26.817028,27.53128,24.704258,36.023716,35.524563,27.005928,27.403969,26.897429,24.850992,25.756563,25.86998558398698
24,53.68713,54.122906,62.0,60.0,60.0,70.0,64.0,38.0,62.0,62.0,59.921783,55.816113,52.315205,60.45403,54.86533,52.38555,60.21633,51.408844,49.77484,59.35221,53.85995,54.476036,59.96499,52.965725,50.959606,59.741432,53.320206,55.398975,59.83005,55.756092,56.133486002575474
25,51.201828,52.97245,79.0,65.0,71.0,75.0,82.0,53.0,79.0,77.333336,70.80046,53.094254,49.354084,71.27356,48.09138,49.10188,70.02284,47.595066,46.102753,69.898766,50.890224,49.99443,70.72256,50.832024,48.77547,70.70801,53.91185,54.312927,71.47797,52.531704,53.0318805085426
26,59.756763,58.645676,78.0,70.0,70.0,75.0,80.0,64.0,78.0,76.0,71.93919,62.27909,61.283302,72.56977,56.512543,58.802822,71.128136,57.372307,57.845913,71.34308,60.622303,61.00113,72.15558,54.267193,51.49233,70.566795,61.790855,58.132008,72.447716,61.564594,61.458866624975585
27,55.387096,55.839146,62.0,75.0,67.0,70.0,73.0,65.0,62.0,67.333336,64.34677,52.160244,52.99076,63.540062,50.817448,54.871563,63.20436,53.01528,52.667942,63.753822,52.468243,51.199615,63.61706,53.547436,50.31539,63.88686,55.58619,52.868813,64.396545,53.00556,52.712911431736494
28,86.97091,81.25725,83.0,80.0,81.0,80.0,84.0,70.0,83.0,82.666664,83.74273,78.07915,82.121284,81.51979,76.32049,76.768845,81.080124,81.15083,76.444786,82.287704,80.92638,76.21449,82.2316,65.35457,59.04135,78.33864,83.909195,82.2583,82.977295,81.759476,80.63568129572265
29,87.83919,85.240814,93.0,85.0,77.0,90.0,90.0,77.0,93.0,86.666664,86.95979,82.38065,83.83785,85.59516,85.438,86.35141,86.3595,81.53943,82.26714,85.38486,85.57579,85.76849,86.39395,68.16898,63.411995,82.042244,87.40013,87.0531,86.85004,86.47839,85.37724650344673
30,84.51459,93.00873,89.0,85.0,67.0,90.0,83.0,62.0,89.0,79.666664,80.87865,80.46989,86.041145,79.86747,90.86086,89.997314,82.46522,82.48636,88.44284,80.37159,89.33277,85.71445,82.08319,66.68112,66.568565,76.42028,97.27428,93.73463,84.06857,84.61643,83.39005397679955
31,91.62839,93.23844,86.0,85.0,65.0,90.0,83.0,58.0,86.0,78.0,81.4071,88.99839,90.43591,80.749596,92.901924,92.528984,81.72548,88.446976,92.82039,80.61174,90.21875,91.96759,81.05469,68.47099,63.587944,75.61775,91.29046,90.27797,81.32262,92.28317,90.8599281700246
32,94.6187,98.09764,88.0,80.0,61.0,85.0,79.0,61.0,88.0,76.0,80.65468,88.18582,89.03227,79.046455,94.37921,92.57228,80.5948,92.72922,94.69808,80.182304,88.537384,89.13425,79.134346,65.64538,57.438225,73.41135,97.04148,98.54077,81.26037,92.358315,91.42752570057584
33,93.93646,103.811,81.0,70.0,60.0,80.0,73.0,61.0,81.0,71.333336,76.984116,94.32658,91.763,77.08164,97.047104,97.47017,77.76178,93.06575,97.331955,76.76643,96.20724,97.055756,77.55181,61.455635,57.89805,68.86391,94.97421,100.03712,77.24355,96.51538,94.90165709067747
34,83.97684,85.65263,84.0,65.0,56.0,75.0,75.0,61.0,84.0,71.666664,74.74421,82.49314,83.17558,74.37328,89.28593,89.8613,76.07148,80.75415,85.39024,73.93854,84.09358,83.8917,74.77339,72.306015,60.424034,71.82651,79.764084,87.80138,73.691025,85.8036,84.70012745428919
35,79.85019,78.76009,76.0,60.0,57.0,70.0,68.0,61.0,76.0,67.0,70.21255,82.869316,77.01749,70.96733,85.39639,80.893234,71.5991,77.46045,75.0234,69.61511,82.62769,81.37254,70.90692,63.958748,63.845272,66.239685,78.18177,82.54115,69.79544,84.341644,83.61117595561767
36,70.97802,67.07791,64.0,55.0,54.0,60.0,59.0,56.0,64.0,59.0,61.994507,64.60133,63.778328,60.400333,68.30937,64.871414,61.327343,62.064686,61.886932,59.76617,65.54137,65.53078,60.63534,68.67479,63.1765,61.418697,70.853065,70.8554,61.963264,68.83593,68.89244837329493
37,51.332596,50.917614,51.0,50.0,49.0,55.0,50.0,52.0,51.0,50.0,50.33315,47.807533,45.384438,49.45188,46.94671,44.493587,49.23668,40.883617,39.092674,47.720905,45.469807,47.335697,48.86745,55.50742,55.828896,51.376854,54.655476,50.84627,51.163868,50.296234,51.64167190789457
38,40.475716,39.510124,48.0,45.0,43.0,50.0,49.0,48.0,48.0,46.666668,45.118927,44.016155,42.926292,46.00404,41.029663,40.202026,45.257416,36.068253,33.675003,44.017063,45.41463,45.65934,46.353657,48.824642,49.556667,47.20616,39.312546,38.752163,44.828136,43.276226,42.86509189553898
39,39.185806,35.20636,48.0,45.0,46.0,50.0,51.0,48.0,48.0,48.333332,46.04645,40.288548,39.89952,46.322136,36.033978,31.581287,45.258495,33.14875,29.396921,44.537186,40.50037,42.13774,46.37509,45.78949,48.30578,47.697372,36.769344,35.37421,45.442337,40.01374,37.81945964004808
40,35.50263,35.171936,41.0,45.0,41.0,40.0,44.0,47.0,41.0,42.0,40.375656,35.873802,36.82012,40.468452,35.017517,33.453236,40.25438,33.51986,30.196905,39.879967,38.36604,38.404266,41.09151,41.717827,42.704647,41.92946,35.359375,38.587852,40.339844,35.337227,34.87075771167636
41,35.690403,33.989937,26.0,45.0,41.0,30.0,33.0,44.0,26.0,33.333332,33.9226,32.73084,33.04273,33.18271,34.06873,33.18515,33.51718,34.08056,32.2947,33.52014,33.37948,33.54885,33.34487,39.944984,44.866947,34.986244,33.650738,33.72133,33.412685,33.065258,33.08580293464358
42,32.59658,32.484726,30.0,45.0,43.0,30.0,31.0,42.0,30.0,34.666668,34.149147,31.565157,30.591497,33.89129,32.50373,33.529022,34.12593,32.742523,31.11837,34.18563,31.109539,30.956537,33.777386,38.535835,41.028587,35.633957,30.951914,32.299187,33.73798,31.023153,31.755460806778586
43,37.918716,36.295174,33.0,40.0,41.0,30.0,36.0,40.0,33.0,36.666668,36.97968,37.087143,37.834145,36.771786,38.35535,37.918297,37.088837,37.984863,37.017258,36.996216,36.976326,36.341537,36.74408,41.405514,41.140053,37.85138,38.810734,38.80725,37.202682,36.798645,37.31426315847757
44,36.158905,35.735874,34.0,35.0,37.0,30.0,43.0,38.0,34.0,38.0,37.539726,36.58757,35.63684,37.646893,37.69958,37.689903,37.924896,38.227703,38.981445,38.056927,35.65177,35.509094,37.41294,40.98771,41.60383,38.746925,37.1848,39.37814,37.7962,35.578453,36.55482392690382
45,42.238823,37.85485,34.0,35.0,31.0,35.0,35.0,34.0,34.0,33.333332,35.559708,38.094658,39.029873,34.523666,37.166595,35.127266,34.29165,37.004494,36.66556,34.25112,39.269936,37.672478,34.817482,44.631912,46.769352,36.157978,40.81452,39.255196,35.20363,39.234116,37.33520585911679
46,43.484005,39.096115,33.0,35.0,34.0,35.0,38.0,34.0,33.0,35.0,37.121002,37.86165,39.531647,35.715412,37.586983,34.315872,35.646744,36.124866,33.720345,35.281216,39.20872,37.763763,36.05218,43.53633,45.90767,37.134083,43.482437,41.33315,37.12061,39.850674,37.62180517283818
47,33.546936,35.467667,25.0,35.0,34.0,30.0,33.0,34.0,25.0,30.666666,31.386734,29.313063,29.486279,30.328266,32.057167,33.450195,31.014292,30.509405,30.700174,30.627352,28.627878,28.217554,30.15697,46.71485,42.638206,34.67871,38.05432,36.036526,32.51358,30.31759,30.530056903478698
48,27.268282,27.659912,20.0,35.0,34.0,30.0,31.0,34.0,20.0,28.333334,28.06707,29.125427,27.818842,28.531357,28.4012,30.977726,28.3503,27.073893,27.856401,28.018473,28.112436,27.106524,28.278109,38.72216,38.17347,30.93054,28.563452,28.679392,28.390863,27.668535,28.20498147657288
49,69.60458,73.57561,75.0,70.0,89.0,80.0,80.0,64.0,75.0,81.333336,78.401146,76.38618,77.88812,80.09654,75.6537,71.89103,79.91342,75.5649,72.78374,79.89123,73.96062,75.5353,79.49016,66.04871,66.637505,77.51218,68.5272,74.105156,78.1318,74.52364,72.55803495610911
50,78.88022,75.95614,80.0,75.0,77.0,85.0,87.0,63.0,80.0,81.333336,80.720055,86.36045,89.67984,82.59011,82.758026,81.46325,81.68951,79.91496,81.17519,80.978745,83.49132,85.15892,81.87283,71.8356,71.57746,78.9589,73.02956,81.75687,79.257385,85.26135,84.12171926160566
51,84.4754,86.775955,85.0,80.0,84.0,90.0,91.0,69.0,85.0,86.666664,86.11885,86.84297,84.6196,86.71074,87.062485,85.633286,86.765625,85.42448,89.74448,86.35612,85.862785,85.78564,86.4657,72.064575,72.03444,83.01614,83.86659,84.37703,85.966644,87.50844,85.74814601494884
52,70.67253,72.33802,83.0,85.0,67.0,80.0,86.0,67.0,83.0,78.666664,76.66814,73.00931,76.40584,77.25233,76.6716,75.26489,78.1679,74.1968,80.98278,77.5492,75.33972,75.62849,77.83493,68.740616,69.54554,76.18515,70.61075,72.657715,76.65269,73.20787,71.3829401523262
53,67.91769,71.788826,75.0,90.0,74.0,80.0,79.0,66.0,75.0,76.0,73.97942,70.90162,70.50921,74.7254,72.91522,69.4121,75.228806,71.580894,74.91714,74.895226,71.87849,72.676575,74.96962,68.106544,69.89558,74.026634,67.60365,65.17833,73.90091,70.56263,68.83916310491777
54,80.94332,85.1641,83.0,90.0,85.0,85.0,84.0,71.0,83.0,84.0,83.23583,82.147125,84.82251,83.53678,80.72018,82.58214,83.180046,78.74083,88.49323,82.68521,82.77286,84.271454,83.693214,78.195465,76.32566,82.54887,81.43675,85.86393,83.35919,83.225,82.08433500781314
55,94.19019,92.77017,87.0,90.0,76.0,85.0,86.0,71.0,87.0,83.0,85.79755,84.98108,86.673096,83.49527,86.27302,86.92143,83.81825,86.041794,83.94133,83.76045,87.46739,88.67055,84.11685,79.794044,80.95991,82.19851,93.00682,91.72305,85.50171,90.02282,89.25828226788933
56,85.696075,88.83958,81.0,95.0,66.0,80.0,78.0,64.0,81.0,75.0,77.67402,91.97781,90.84583,79.24445,92.104836,91.6223,79.27621,91.900314,90.693794,79.22508,93.998535,92.731255,79.74963,76.488625,77.246445,75.372154,87.99745,87.38402,78.24936,90.94017,88.80921631669686
57,89.167145,88.516754,84.0,100.0,70.0,80.0,78.0,63.0,84.0,77.333336,80.29179,85.512665,90.59069,79.37817,89.0979,86.267105,80.274475,89.01102,84.45232,80.252754,91.15344,90.33778,80.78836,82.60763,84.43342,78.65191,89.169655,91.3867,80.29241,88.1875,86.7446632605335
58,87.94397,86.78105,83.0,105.0,71.0,80.0,77.0,64.0,83.0,77.0,79.73599,78.543045,78.621704,77.38576,80.80077,79.87981,77.950195,76.28345,76.36036,76.82086,84.01196,81.099495,78.75299,81.87062,82.784134,78.21765,88.64269,85.63948,79.910675,84.26518,83.91697760455185
59,83.54976,86.14862,85.0,100.0,70.0,80.0,78.0,68.0,85.0,77.666664,79.137436,75.368164,78.44089,77.09204,77.65404,78.52568,77.66351,73.474335,75.602325,76.61858,79.159966,79.92774,78.03999,81.26879,82.611565,78.5672,83.05272,84.45788,79.01318,80.39061,79.98588527948039
60,91.791855,90.64586,78.0,95.0,71.0,75.0,77.0,66.0,78.0,75.333336,79.44797,90.564285,89.187584,79.14107,87.38309,86.06407,78.34577,83.69524,86.76204,77.42381,93.94454,90.66484,79.98614,81.73081,82.89685,76.9327,86.839386,92.1651,78.20985,93.38481,93.07582594564653
61,91.68857,87.64536,74.0,90.0,71.0,75.0,75.0,57.0,74.0,73.333336,77.92214,91.05475,92.01009,77.76369,90.53436,94.01799,77.63359,91.1674,92.26962,77.79185,95.562805,97.247955,78.8907,80.96077,83.07302,75.24019,88.79627,90.02164,77.199066,92.6777,91.01516050681099
62,92.64207,93.15023,80.0,85.0,69.0,80.0,78.0,58.0,80.0,75.666664,79.910515,99.89621,97.293015,81.72405,96.58093,96.835335,80.89523,92.862465,92.51757,79.965614,102.017845,101.28529,82.25446,81.54939,84.24321,77.137344,97.12717,98.626366,81.03179,99.60139,98.40282447531231
63,85.425224,88.13699,77.0,80.0,65.0,75.0,70.0,58.0,77.0,70.666664,74.35631,78.0123,76.17066,72.503075,85.813446,86.73673,74.45336,82.61127,85.8344,73.65282,78.49008,75.906334,72.62252,79.59703,82.06194,72.89926,86.439285,86.52023,74.60982,82.45726,81.35723072085912
64,76.54867,76.60572,67.0,75.0,59.0,65.0,67.0,54.0,67.0,64.333336,67.38717,73.22177,73.1581,66.55544,76.944435,78.40341,67.48611,75.815765,77.93889,67.20394,74.121376,71.0802,66.78034,73.69281,73.96692,66.6732,81.989105,78.86567,68.74728,75.4838,73.75993454693987
65,77.535355,78.8907,63.0,70.0,57.0,65.0,61.0,53.0,63.0,60.333332,64.633835,72.50633,75.015976,63.376583,71.94657,71.39084,63.23664,71.494934,67.313774,63.123734,71.68121,72.39117,63.170303,70.1551,70.535286,62.788773,79.43642,74.85515,65.1091,75.42879,74.59009605287895
66,71.198364,66.19022,59.0,65.0,58.0,60.0,59.0,54.0,59.0,58.666668,61.79959,68.79998,70.69257,61.199997,65.73249,63.80821,60.43312,62.48583,63.955,59.621456,66.49184,68.54307,60.62296,66.64586,69.48428,60.661465,72.275665,75.55072,62.068916,71.14265,71.42890834075814
67,66.386154,62.45433,61.0,65.0,50.0,60.0,58.0,55.0,61.0,56.333332,58.84654,67.358765,68.44665,59.08969,62.662567,60.76378,57.91564,62.245533,59.795788,57.811382,66.791466,67.78601,58.94787,62.027927,61.909065,57.75698,62.204403,66.186424,57.8011,67.717545,67.43003465822797
68,57.90682,57.574986,60.0,60.0,51.0,55.0,58.0,56.0,60.0,56.333332,56.726704,63.040504,61.797264,58.010124,58.6395,55.999348,56.909874,57.887733,55.492855,56.72193,63.346634,64.19137,58.08666,58.67328,59.122784,56.91832,59.83178,65.62403,57.207947,61.572308,61.2885490124948
69,46.002476,46.45923,45.0,60.0,49.0,50.0,49.0,55.0,45.0,47.666668,47.250618,53.916916,53.50864,49.22923,50.98602,47.288185,48.496506,49.46828,49.14455,48.11707,52.29897,52.128456,48.82474,50.130653,51.31876,48.28266,47.55558,48.84365,47.638893,51.05393,51.27236520295021
70,44.183258,44.132324,46.0,55.0,48.0,55.0,53.0,51.0,46.0,49.0,47.795815,46.72232,47.31905,48.43058,44.97457,44.85624,47.993645,43.617775,41.80117,47.65444,46.68087,46.711315,48.42022,49.443054,50.461807,49.110764,47.076595,43.419678,48.51915,45.720924,45.875796683511105
71,46.08938,47.608917,55.0,55.0,44.0,55.0,53.0,50.0,55.0,50.666668,49.522346,51.81118,53.002453,50.952797,51.119892,50.87245,50.779972,49.121586,48.33479,50.280396,51.298847,50.8462,50.82471,50.311703,50.783012,50.577927,51.402596,45.913548,50.850647,49.801315,50.030215755364274
72,41.1273,41.95538,53.0,55.0,45.0,55.0,54.0,48.0,53.0,50.666668,48.281826,42.622356,43.40236,48.65559,42.13636,40.912453,48.53409,40.357323,40.516483,48.089333,41.923195,42.901096,48.480797,45.614178,46.59431,49.403545,41.127853,40.827644,48.281963,41.938118,42.22433781264782
73,45.438354,47.003452,45.0,50.0,43.0,50.0,51.0,47.0,45.0,46.333332,46.10959,45.650063,47.76515,46.162514,44.54548,42.12012,45.886368,44.21715,41.70204,45.804287,44.616276,46.6185,45.904068,45.607544,46.91888,46.151886,46.22473,43.80112,46.306183,45.333843,45.24934308795935
74,41.1233,41.730347,39.0,50.0,43.0,45.0,47.0,46.0,39.0,43.0,42.530823,39.672707,40.359554,42.168175,41.365124,41.83972,42.59128,41.62237,41.316162,42.655594,38.951878,37.931248,41.98797,43.97275,45.329445,43.243187,42.643856,42.83027,42.910965,39.599937,39.66460825788222
75,44.96508,43.28971,42.0,50.0,43.0,50.0,50.0,43.0,42.0,45.0,44.991272,43.506058,44.6958,44.626514,47.26614,45.430054,45.566536,45.78345,44.621185,45.19586,43.065975,43.707024,44.516495,43.163174,43.563103,44.540794,43.571518,48.274345,44.64288,43.887657,43.87611585248135
76,47.525684,45.82469,48.0,55.0,49.0,50.0,55.0,47.0,48.0,50.666668,49.88142,42.862328,43.628185,48.715584,48.539387,47.861744,50.134846,48.656292,47.01401,50.164074,41.66989,42.65734,48.417473,44.717278,45.83341,49.17932,47.146614,50.4993,49.78665,44.151848,43.73499573005349
77,38.4442,39.297535,41.0,55.0,50.0,50.0,52.0,48.0,41.0,47.666668,45.36105,37.10147,36.721985,45.025368,39.864952,37.137375,45.71624,41.788914,38.457684,46.197227,34.778572,34.91887,44.44464,41.611115,42.98891,46.15278,37.927048,37.048088,45.231762,36.505543,37.0548396576649
78,40.04249,41.963047,37.0,55.0,49.0,45.0,46.0,52.0,37.0,44.0,43.01062,39.505455,40.84045,42.876366,42.87188,41.656414,43.71797,43.899765,42.134884,43.97494,38.206207,38.795944,42.55155,44.673763,45.0275,44.16844,42.567165,42.218895,43.641792,38.840363,38.99637577741129
79,42.693348,44.08735,40.0,55.0,51.0,45.0,48.0,50.0,40.0,46.333332,45.423336,42.07865,40.958412,45.26966,44.350986,46.269455,45.837746,45.978325,44.514553,46.244583,40.45586,40.23402,44.863964,44.248714,44.891182,45.81218,46.05715,45.147278,46.26429,41.456505,40.96717844327857
80,57.14187,52.528137,56.0,55.0,52.0,55.0,60.0,47.0,56.0,56.0,56.28547,50.104637,48.246418,54.52616,55.141598,53.24997,55.7854,57.848804,53.649258,56.4622,50.708042,50.840797,54.67701,50.89699,49.152927,54.724247,56.06681,50.6148,56.0167,52.144527,50.699478420389596
81,52.93573,51.06824,49.0,50.0,49.0,55.0,56.0,45.0,49.0,51.333332,51.733932,46.983315,44.911053,50.245827,55.670822,54.6324,52.417706,56.598347,51.774906,52.649586,46.005867,45.468655,50.001465,51.435375,51.286064,51.358845,52.94575,51.51321,51.73644,48.71135,46.81899445514289
82,50.755604,47.356853,47.0,50.0,46.0,55.0,54.0,47.0,47.0,49.0,49.4389,49.05809,48.3004,49.014523,54.389675,53.0541,50.34742,54.132896,50.83494,50.283226,47.79096,46.313145,48.69774,50.433014,50.208202,49.358253,51.99573,50.168987,49.74893,49.458843,48.19229053284794
83,49.524853,47.502483,53.0,50.0,49.0,55.0,54.0,44.0,53.0,52.0,51.381214,48.146965,50.891895,51.036743,50.621696,50.45652,51.655426,51.80123,49.87018,51.95031,48.479637,49.445633,51.11991,49.45542,49.580685,51.363853,50.297905,50.55062,51.57448,48.16751,47.63250401335415
84,48.004795,47.218533,49.0,50.0,39.0,55.0,54.0,39.0,49.0,47.333332,47.501198,48.14485,47.555725,47.536213,49.466103,49.92703,47.866524,50.656677,49.62728,48.16417,45.628296,44.943016,46.907074,47.648144,47.660572,47.412037,48.58965,48.928596,47.64741,47.57142,47.101326846526504
85,37.672585,39.092476,40.0,45.0,46.0,45.0,48.0,38.0,40.0,44.666668,42.918144,41.455166,40.149002,43.863792,42.2445,41.458797,44.061127,41.400333,40.128468,43.850082,37.500397,36.464714,42.8751,41.0508,43.217224,43.7627,36.46207,37.449265,42.615517,39.550217,40.53469505886601
86,39.727654,39.711613,41.0,40.0,51.0,45.0,48.0,45.0,41.0,46.666668,44.931915,44.46463,43.536526,46.116158,45.128967,42.981133,46.28224,43.303886,42.689907,45.825974,41.66224,41.240124,45.415558,41.15748,42.733017,45.289368,39.164124,38.060555,44.79103,42.492443,42.97130375399663
87,40.078346,40.617218,47.0,35.0,53.0,45.0,48.0,48.0,42.0,47.666668,45.769585,43.441772,44.796093,46.610443,44.683037,43.56268,46.92076,43.880955,41.967323,46.720238,41.05424,39.184246,46.01356,41.90813,42.998497,46.22703,40.368732,40.73355,45.842182,41.76657,42.04048813284626
