,OFCL,DSHP,HURR_STAT_TRANSFO,SHIP,HWRF,FSSE,GFSO,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,TRUTH,HURR_STAT_GRU,Consensus_HURR_STAT_GRU,HURR_STAT_COMP,Consensus_HURR_STAT_COMP,HURR_STAT,Consensus_HURR_STAT,HURR_GRU_ONLY,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY,Consensus_HURR_TRANSFO_ONLY
745,35.0,28.0,27.35304,28.0,35.0,30.0,26.0,31.0,30.08826,30.0,29.761929,30.690483,25.818445,29.70461,27.727398,30.18185,29.408596,30.60215,37.323563,32.58089
746,35.0,30.0,28.934347,29.0,26.0,36.0,25.0,30.666666,30.233587,30.0,31.047709,30.761927,27.972458,29.993114,27.972456,29.993114,30.377724,30.59443,37.46878,32.367195
747,85.0,74.0,74.2837,74.0,77.0,80.0,73.0,77.0,76.32092,75.0,77.1822,77.04555,78.99858,77.49965,75.3512,76.5878,81.0981,78.02452,66.0732,74.268295
748,100.0,85.0,83.90496,85.0,65.0,89.0,76.0,79.666664,80.72624,90.0,87.78588,81.69647,89.570885,82.14272,85.57529,81.14382,91.15082,82.537704,69.87978,77.21995
749,100.0,94.0,98.77066,94.0,83.0,92.0,84.0,89.666664,91.942665,105.0,101.84277,92.71069,98.46057,91.86514,94.86369,90.96593,106.13082,93.78271,72.3184,85.3296
750,100.0,94.0,76.8589,94.0,84.0,98.0,85.0,92.0,88.21472,125.0,80.48063,89.120155,81.62573,89.40643,73.38682,87.3467,82.97729,89.74432,61.459007,84.36475
751,100.0,92.0,85.16417,92.0,79.0,92.0,87.0,87.666664,87.041046,130.0,83.77759,86.6944,84.07596,86.76899,81.083725,86.020935,80.65525,85.91381,66.917114,82.47928
752,105.0,100.0,99.78436,100.0,87.0,94.0,91.0,93.666664,95.19609,120.0,106.3779,96.844475,96.30878,94.327194,92.76831,93.44208,100.88813,95.47203,67.13085,87.032715
753,120.0,120.0,107.94607,120.0,83.0,107.0,91.0,103.333336,104.48652,105.0,116.32543,106.58136,101.593735,102.89844,100.31793,102.57948,110.811646,105.20291,60.0448,92.5112
754,125.0,131.0,118.51303,131.0,100.0,106.0,84.0,112.333336,113.87826,95.0,114.45613,112.86403,113.354965,112.588745,117.28471,113.57118,102.81224,109.953064,57.503838,98.62596
755,120.0,125.0,111.36847,125.0,87.0,100.0,87.0,104.0,105.84212,85.0,108.18201,105.0455,115.33416,106.83354,119.29779,107.82445,103.97429,103.993576,54.79275,91.69819
756,105.0,112.0,98.25348,112.0,93.0,90.0,87.0,98.333336,98.31337,85.0,95.10863,97.52716,99.92461,98.731155,100.88724,98.97181,91.393295,96.59833,67.22847,90.55711
757,85.0,93.0,72.98241,93.0,95.0,81.0,83.0,89.666664,85.495605,90.0,76.37747,86.34437,81.14757,87.536896,81.0847,87.52118,76.966934,86.49173,62.46716,82.86679
758,75.0,84.0,62.55333,84.0,72.0,74.0,74.0,76.666664,73.138336,85.0,74.3794,76.09485,70.12774,75.03194,72.58652,75.64663,69.24527,74.81132,56.33013,71.582535
759,65.0,70.0,61.290062,70.0,73.0,66.0,59.0,69.666664,67.57252,80.0,71.16028,70.04007,55.529663,66.132416,57.113197,66.5283,66.9676,68.9919,54.451614,65.8629
760,75.0,68.0,70.20183,68.0,62.0,65.0,55.0,65.0,66.30046,70.0,71.18565,66.54642,56.92656,62.98164,59.65563,63.663906,72.39586,66.84897,60.656162,63.91404
761,70.0,69.0,75.722565,69.0,60.0,64.0,60.0,64.333336,67.18064,65.0,79.565,68.14125,66.52174,64.88043,68.843155,65.460785,81.04052,68.51013,64.66059,64.415146
762,60.0,63.0,57.325527,63.0,52.0,56.0,61.0,57.0,57.081383,55.0,64.21642,58.804108,62.940308,58.485077,61.66132,58.16533,66.41007,59.352516,57.653023,57.163254
763,50.0,47.0,51.91483,47.0,47.0,51.0,56.0,48.333332,49.228706,45.0,55.592155,50.14804,53.515697,49.628925,42.219654,46.804913,56.90214,50.475536,58.01073,50.75268
764,55.0,32.0,43.752136,32.0,40.0,35.0,40.0,35.666668,37.688034,40.0,41.40855,37.10214,42.241486,37.31037,40.80179,36.950447,41.936245,37.234062,42.667515,37.416878
765,45.0,31.0,40.105473,31.0,39.0,40.0,36.0,36.666668,37.526367,35.0,48.38987,39.597466,39.732594,37.433147,39.192997,37.29825,45.001152,38.75029,43.432934,38.358234
766,35.0,23.0,31.548965,23.0,43.0,36.0,28.0,34.0,33.38724,30.0,33.605286,33.90132,33.356735,33.839184,31.2829,33.320724,32.953003,33.73825,40.174656,35.543663
767,30.0,19.0,28.102852,17.0,45.0,28.0,26.0,30.666666,30.025713,30.0,26.825144,29.706285,25.30405,29.326012,26.18103,29.545258,26.560436,29.64011,37.25267,32.313168
768,30.0,23.0,25.90638,21.0,41.0,28.0,24.0,30.666666,29.476595,30.0,25.79521,29.448803,28.742407,30.185602,24.843575,29.210894,25.841427,29.460358,35.327,31.831749
769,80.0,84.0,74.30278,84.0,75.0,92.0,69.0,83.666664,81.3257,60.0,73.88816,81.22204,68.82103,79.95526,74.157196,81.2893,68.79058,79.94765,55.776455,76.694115
770,80.0,84.0,81.714966,84.0,72.0,88.0,68.0,81.333336,81.42874,60.0,77.391945,80.347984,80.491486,81.12287,85.3328,82.3332,76.94734,80.23683,58.59775,75.64944
771,80.0,78.0,73.563774,78.0,72.0,83.0,51.0,77.666664,76.640945,65.0,68.55928,75.38982,71.4588,76.1147,70.586876,75.89672,69.564674,75.64117,62.820244,73.95506
772,85.0,75.0,68.49388,75.0,75.0,88.0,76.0,79.333336,76.623474,75.0,65.28135,75.820335,71.97712,77.49428,68.69963,76.67491,67.503265,76.37582,57.242077,73.81052
773,85.0,83.0,84.217926,83.0,91.0,86.0,82.0,86.666664,86.05448,90.0,77.82039,84.45509,77.18915,84.29729,78.46043,84.615105,81.11591,85.27898,65.60603,81.401505
774,80.0,81.0,80.06584,81.0,65.0,84.0,83.0,76.666664,77.516464,105.0,69.002625,74.750656,79.35421,77.338554,79.29313,77.32328,72.06814,75.51704,59.546356,72.38659
775,80.0,77.0,92.0961,77.0,74.0,80.0,63.0,77.0,80.774025,105.0,86.84367,79.46092,84.77851,78.944626,84.72098,78.930244,85.18298,79.045746,57.2708,72.0677
776,90.0,95.0,102.9366,95.0,80.0,91.0,68.0,88.666664,92.234146,105.0,103.81816,92.454544,100.79841,91.6996,94.88297,90.22074,101.77726,91.94431,52.48931,79.62233
777,100.0,96.0,113.36057,96.0,103.0,98.0,76.0,99.0,102.59014,105.0,110.557755,101.889435,111.808044,102.20201,106.31343,100.828354,112.87694,102.46924,48.024464,86.25612
778,120.0,113.0,107.20386,113.0,117.0,112.0,83.0,114.0,112.300964,110.0,109.101776,112.775444,113.867294,113.96683,107.354706,112.33868,113.83623,113.95906,50.349724,98.08743
779,115.0,102.0,101.20262,102.0,122.0,111.0,104.0,111.666664,109.05066,115.0,101.883675,109.22092,101.15721,109.03931,97.83961,108.2099,106.668884,110.41722,51.982033,96.74551
780,110.0,100.0,100.77975,100.0,117.0,105.0,107.0,107.333336,105.69494,120.0,98.15169,105.03792,99.043304,105.260826,95.23437,104.30859,99.870575,105.46764,55.69405,94.423515
781,120.0,112.0,99.48033,112.0,110.0,115.0,106.0,112.333336,109.12009,120.0,105.22714,110.556786,96.09892,108.274734,93.06438,107.5161,102.6666,109.91665,58.255154,98.81379
782,120.0,113.0,105.12474,113.0,104.0,108.0,94.0,108.333336,107.53119,120.0,112.46208,109.365524,102.75049,106.93762,105.331116,107.58278,109.01228,108.50307,60.905193,96.476295
783,120.0,117.0,101.26706,117.0,117.0,110.0,105.0,114.666664,111.316765,110.0,111.24448,113.81112,104.30982,112.07745,104.99849,112.24962,108.436295,113.10907,54.03203,99.50801
784,115.0,122.0,97.70775,122.0,114.0,111.0,98.0,115.666664,111.17694,100.0,113.03399,115.0085,106.38938,113.34734,105.36261,113.09065,111.02573,114.50643,56.47988,100.86997
785,110.0,113.0,97.00319,113.0,109.0,104.0,103.0,108.666664,105.75079,100.0,109.53734,108.88434,105.116325,107.77908,105.271034,107.81776,107.6911,108.422775,54.486843,95.12171
786,105.0,107.0,97.249756,107.0,101.0,97.0,101.0,101.666664,100.56244,105.0,107.015884,103.00397,107.93958,103.23489,102.073715,101.76843,105.599915,102.64998,62.342346,91.83559
787,95.0,102.0,82.145744,102.0,96.0,86.0,96.0,94.666664,91.53644,110.0,89.98663,93.49666,90.35724,93.58931,83.44802,91.86201,85.927025,92.48176,62.04613,86.511536
788,90.0,100.0,82.52402,100.0,84.0,85.0,89.0,89.666664,87.881004,110.0,83.09403,88.023506,77.20967,86.552414,78.150955,86.787735,84.50493,88.376236,61.025852,82.50646
789,90.0,98.0,91.422806,98.0,85.0,84.0,80.0,89.0,89.6057,110.0,95.089775,90.522446,84.25521,87.813805,86.970245,88.49256,96.33424,90.83356,62.652977,82.413246
790,100.0,111.0,96.35529,111.0,89.0,91.0,97.0,97.0,96.83882,110.0,99.89337,97.72334,93.642136,96.16054,98.30834,97.32709,108.48576,99.871445,65.60392,89.15098
791,105.0,115.0,98.54912,115.0,90.0,96.0,89.0,100.333336,99.88728,105.0,105.18991,101.54748,97.15521,99.5388,102.39032,100.84758,109.17998,102.545,67.73111,92.18278
792,100.0,113.0,99.92267,113.0,90.0,96.0,89.0,99.666664,99.73067,100.0,96.17076,98.792694,97.35527,99.08882,96.72975,98.932434,97.495514,99.12388,63.668213,90.66705
793,105.0,112.0,99.97122,112.0,96.0,94.0,88.0,100.666664,100.492805,90.0,96.04518,99.51129,100.90177,100.72544,96.76641,99.691605,99.859726,100.464935,60.693813,90.673454
794,105.0,106.0,106.84337,106.0,105.0,95.0,96.0,102.0,103.210846,85.0,94.851685,100.21292,97.055275,100.76382,100.98584,101.74646,103.642784,102.4107,58.31414,91.07854
795,95.0,97.0,92.83142,97.0,85.0,94.0,106.0,92.0,92.207855,80.0,91.31493,91.828735,87.94731,90.98683,93.34108,92.335266,97.23848,93.309616,56.12129,83.03032
796,90.0,90.0,91.47046,90.0,92.0,86.0,102.0,89.333336,89.867615,75.0,93.77587,90.44397,84.26001,88.065,90.3002,89.57505,99.17258,91.793144,59.462242,81.86556
797,80.0,83.0,78.42037,83.0,80.0,75.0,101.0,79.333336,79.105095,75.0,82.85705,80.214264,76.379196,78.5948,80.43623,79.609055,82.020065,80.00502,59.70147,74.42537
798,75.0,79.0,80.38269,79.0,78.0,69.0,100.0,75.333336,76.59567,75.0,84.416,77.604004,71.45997,74.36499,74.79807,75.19952,82.44034,77.110085,55.568737,70.39218
799,75.0,75.0,88.717865,75.0,66.0,67.0,89.0,69.333336,74.17947,70.0,75.66237,70.91559,68.74362,69.185905,64.48883,68.12221,77.63539,71.408844,55.54974,65.887436
800,75.0,82.0,80.578224,82.0,64.0,69.0,84.0,71.666664,73.894554,70.0,66.44769,70.36192,58.670216,68.41756,56.94143,67.98536,65.68697,70.171745,55.235065,67.55877
801,70.0,81.0,80.98009,81.0,58.0,70.0,83.0,69.666664,72.495026,65.0,74.427704,70.856926,67.86568,69.216415,61.94407,67.736015,76.75009,71.43752,60.57595,67.39399
802,70.0,74.0,71.07434,74.0,59.0,64.0,84.0,65.666664,67.018585,60.0,73.4481,67.61202,65.95196,65.73799,58.697655,63.924416,76.71512,68.42878,58.21991,63.804977
803,65.0,71.0,57.848618,71.0,51.0,65.0,78.0,62.333332,61.212154,60.0,59.69198,61.672997,57.045486,61.01137,50.662216,59.415554,55.737427,60.684357,55.410583,60.602646
804,65.0,78.0,60.01155,78.0,51.0,64.0,78.0,64.333336,63.252888,55.0,71.59527,66.14882,55.806732,62.201683,55.023155,62.00579,68.036865,65.25922,58.142296,62.785576
805,65.0,65.0,45.964443,65.0,53.0,58.0,78.0,58.666668,55.49111,55.0,57.913864,58.478466,45.928963,55.48224,45.64437,55.411095,53.185093,57.296272,48.081047,56.020264
806,55.0,51.0,41.082603,51.0,51.0,50.0,63.0,50.666668,48.270653,55.0,53.89684,51.47421,41.58557,48.396393,36.50979,47.12745,49.203613,50.300903,45.21835,49.30459
807,55.0,50.0,45.440178,50.0,47.0,54.0,64.0,50.333332,49.110046,55.0,58.013103,52.253277,46.70276,49.42569,42.494534,48.373634,51.74939,50.687347,44.981567,48.99539
808,55.0,54.0,37.70199,54.0,59.0,57.0,63.0,56.666668,51.9255,55.0,43.822197,53.45555,40.73379,52.68345,38.076473,52.01912,40.905746,52.726437,39.97824,52.49456
809,50.0,47.0,44.49298,47.0,57.0,52.0,59.0,52.0,50.123245,55.0,45.781776,50.445442,45.09014,50.272537,42.309685,49.577423,49.092407,51.2731,44.347145,50.086784
810,50.0,44.0,48.190716,44.0,59.0,51.0,61.0,51.333332,50.54768,55.0,46.596348,50.149086,47.804222,50.451057,44.476425,49.619106,45.872482,49.96812,43.594063,49.398514
811,50.0,47.0,48.1891,47.0,55.0,51.0,57.0,51.0,50.297276,55.0,42.770206,48.94255,46.609303,49.902325,45.11285,49.528214,46.38891,49.84723,44.439194,49.3598
812,50.0,41.0,46.548527,41.0,55.0,47.0,56.0,47.666668,47.38713,55.0,41.935192,46.2338,42.765514,46.44138,43.653862,46.663467,46.574,47.3935,43.774483,46.69362
813,40.0,35.0,44.85153,39.0,45.0,43.0,48.0,41.0,41.962883,45.0,42.34362,41.335907,43.411785,41.602947,41.900738,41.225185,45.48602,42.121506,46.298283,42.32457
814,30.0,30.0,44.710278,32.0,39.0,34.0,47.0,34.333332,36.92757,30.0,43.956818,36.739204,45.10637,37.026592,40.837082,35.95927,43.463936,36.615982,47.313164,37.578293
815,50.0,48.0,56.28966,48.0,42.0,49.0,28.0,46.333332,48.822414,40.0,52.794514,47.948627,53.43291,48.108227,55.426014,48.606503,56.74639,48.9366,57.26131,49.065327
816,45.0,49.0,54.570404,49.0,51.0,49.0,27.0,49.666668,50.8926,40.0,46.939163,48.98479,48.07995,49.26999,53.232742,50.558186,49.140503,49.535126,60.17634,52.294083
817,45.0,45.0,46.950764,45.0,54.0,50.0,31.0,49.666668,48.98769,40.0,43.733074,48.18327,45.02231,48.505577,45.802223,48.700554,44.200203,48.30005,52.915565,50.47889
818,45.0,48.0,44.828674,48.0,58.0,53.0,37.0,53.0,50.95717,40.0,41.932594,50.233147,44.474144,50.868538,44.083076,50.770767,44.980118,50.99503,52.94806,52.987015
819,35.0,31.0,35.263268,31.0,20.0,30.0,22.0,27.0,29.065817,35.0,40.612087,30.403023,38.432693,29.858173,37.532776,29.633194,38.47857,29.869642,59.30983,35.077457
820,35.0,49.0,40.464607,49.0,25.0,47.0,34.0,40.333332,40.36615,30.0,41.625248,40.65631,42.49368,40.87342,40.69165,40.422913,37.25345,39.563362,55.120872,44.03022
821,110.0,98.0,100.42389,98.0,102.0,104.0,88.0,101.333336,101.10597,135.0,112.30441,104.0761,105.83341,102.45835,109.57294,103.393234,116.376434,105.09411,86.05385,97.51346
822,130.0,109.0,110.788445,109.0,121.0,113.0,89.0,114.333336,113.44711,130.0,110.83171,113.45793,96.55318,109.88829,101.33136,111.08284,116.197296,114.799324,94.41617,109.35404
823,125.0,117.0,110.1586,117.0,120.0,121.0,76.0,119.333336,117.03965,120.0,111.19342,117.298355,100.81154,114.70288,101.89133,114.97283,111.82945,117.45737,97.63724,113.90931
824,125.0,119.0,109.39044,119.0,115.0,120.0,74.0,118.0,115.84761,110.0,101.8179,113.954475,101.01636,113.75409,103.52164,114.38041,103.80814,114.452034,100.45816,113.61454
825,135.0,103.0,93.42934,103.0,117.0,112.0,89.0,110.666664,106.35733,105.0,79.432014,102.858,93.20803,106.30201,93.91022,106.477554,68.0965,100.024124,84.218185,104.05455
826,110.0,97.0,89.950455,97.0,109.0,106.0,79.0,104.0,100.48761,100.0,70.57811,95.64453,82.270996,98.56775,84.66628,99.16657,73.847305,96.46182,88.08884,100.02221
827,85.0,76.0,71.001366,85.0,100.0,80.0,66.0,85.333336,81.75034,100.0,78.43976,83.60994,79.66769,83.91692,85.80837,85.452095,71.79918,81.9498,80.81507,84.203766
828,40.0,58.0,72.16582,78.0,39.0,44.0,28.0,47.0,53.291454,72.5,76.26239,54.315598,76.65023,54.41256,81.81902,55.704758,66.73766,51.934418,80.21399,55.303497
829,45.0,38.0,54.553097,38.0,45.0,51.0,45.0,44.666668,47.138275,55.0,52.472435,46.61811,62.712025,49.178005,63.3994,49.34985,52.699543,46.674885,50.77944,46.194862
830,40.0,33.0,48.974434,33.0,53.0,44.0,35.0,43.333332,44.743607,50.0,49.335396,44.833847,51.965504,45.491375,53.25892,45.814728,48.678314,44.66958,46.57319,44.143295
831,35.0,27.0,60.005737,27.0,36.0,39.0,32.0,34.0,40.501434,50.0,54.838467,39.209618,55.98526,39.496315,55.51155,39.377888,58.178967,40.044743,54.2139,39.053474
832,35.0,26.0,50.44759,26.0,35.0,32.0,29.0,31.0,35.861897,45.0,43.929245,34.23231,49.64962,35.662407,50.42041,35.855103,48.44337,35.360844,50.434704,35.858677
833,35.0,30.0,47.74535,30.0,37.0,33.0,26.0,33.333332,36.936337,40.0,39.105774,34.776443,49.28381,37.320953,50.448383,37.612095,42.653156,35.66329,48.83927,37.209816
834,35.0,33.0,36.844337,33.0,30.0,40.0,30.0,34.333332,34.961082,35.0,33.40698,34.101746,38.503937,35.375984,40.258045,35.81451,33.558537,34.139633,42.810215,36.452553
835,35.0,31.0,37.685226,31.0,32.0,38.0,29.0,33.666668,34.671307,35.0,36.634155,34.40854,40.833508,35.458378,43.062233,36.015556,36.087208,34.2718,42.17976,35.79494
836,30.0,31.0,32.294685,31.0,29.0,32.0,25.0,30.666666,31.073671,30.0,32.357204,31.089302,38.70779,32.67695,38.836597,32.70915,33.5345,31.383625,35.67145,31.917862
