,OFCL,DSHP,HURR_STAT_TRANSFO,SHIP,HWRF,FSSE,GFSO,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,TRUTH,HURR_STAT_GRU,Consensus_HURR_STAT_GRU,HURR_STAT_COMP,Consensus_HURR_STAT_COMP,HURR_STAT,Consensus_HURR_STAT,HURR_GRU_ONLY,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY,Consensus_HURR_TRANSFO_ONLY
455,45.0,43.0,46.053185,59.0,47.0,44.0,45.0,44.666668,45.013298,40.0,41.439075,43.859768,43.334984,44.333748,39.56512,43.39128,46.32652,45.08163,64.79216,49.69804
456,40.0,35.0,39.638763,46.0,45.0,37.0,45.0,39.0,39.15969,35.0,31.703678,37.17592,34.041374,37.760345,31.516245,37.129063,33.367134,37.59178,62.08451,44.771126
457,35.0,38.0,39.90339,46.0,42.0,39.0,37.0,39.666668,39.725845,35.0,33.397694,38.099422,34.837715,38.459427,35.39423,38.598557,33.85468,38.21367,67.780045,46.69501
458,30.0,35.0,33.690426,42.0,32.0,31.0,34.0,32.666668,32.922607,30.0,28.063568,31.515892,30.471724,32.11793,31.964205,32.49105,29.353067,31.838266,60.77722,39.694305
459,30.0,36.0,28.270885,37.0,30.0,30.0,39.0,32.0,31.067722,30.0,25.176897,30.294224,25.067633,30.266909,23.06308,29.76577,27.56421,30.891052,74.69084,42.67271
460,45.0,48.0,50.32706,48.0,37.0,50.0,31.0,45.0,46.331764,100.0,45.70369,45.175922,43.345657,44.586414,45.28844,45.07211,44.23767,44.809418,53.742405,47.1856
461,50.0,55.0,66.30984,55.0,46.0,55.0,43.0,52.0,55.57746,90.0,62.608788,54.6522,56.74802,53.187004,60.851562,54.21289,62.069324,54.51733,63.821503,54.955376
462,55.0,56.0,74.56912,56.0,39.0,55.0,43.0,50.0,56.14228,65.0,78.761406,57.190353,78.29208,57.07302,75.71344,56.42836,83.14276,58.28569,64.150116,53.53753
463,90.0,76.0,76.166855,76.0,50.0,65.0,48.0,63.666668,66.79172,45.0,81.17375,68.04344,88.64425,69.911064,83.76907,68.69227,82.11837,68.279594,72.29552,65.82388
464,85.0,91.0,87.7716,91.0,47.0,79.0,45.0,72.333336,76.1929,40.0,93.482376,77.62059,85.32273,75.58068,87.93887,76.23472,92.62561,77.4064,73.11963,72.52991
465,50.0,64.0,56.378464,64.0,41.0,51.0,49.0,52.0,53.094616,35.0,52.517113,52.12928,71.54593,56.886482,59.395977,53.848995,46.686638,50.67166,60.67088,54.16772
466,25.0,23.0,27.372078,23.0,24.0,27.0,26.0,24.666666,25.34302,24.999998,25.920576,24.980145,29.215267,25.803818,27.589836,25.397459,25.306925,24.82673,41.176346,28.794086
467,70.0,75.0,73.33191,75.0,55.0,73.0,86.0,67.666664,69.08298,60.0,61.984734,66.246185,70.888245,68.47206,68.838196,67.95955,61.490795,66.122696,74.85736,69.46434
468,70.0,77.0,75.434135,77.0,46.0,76.0,76.0,66.333336,68.608536,55.0,73.757645,68.18941,74.90839,68.4771,74.10031,68.27508,69.010796,67.0027,92.12611,72.781525
469,75.0,75.0,77.972466,75.0,45.0,67.0,73.0,62.333332,66.24312,50.0,75.157936,65.53948,75.354095,65.588524,73.76747,65.191864,73.79967,65.19992,97.918304,71.229576
470,75.0,74.0,62.546494,74.0,50.0,70.0,83.0,64.666664,64.13663,45.0,61.421486,63.85537,69.15224,65.788055,64.58225,64.64556,60.723454,63.680862,71.35839,66.3396
471,70.0,69.0,52.73026,69.0,54.0,69.0,75.0,64.0,61.182564,45.0,46.4713,59.617825,45.6905,59.422623,46.012024,59.503006,44.994316,59.24858,56.062336,62.015583
472,50.0,60.0,46.046894,60.0,50.0,58.0,63.0,56.0,53.511723,45.0,41.71163,52.42791,39.78888,51.94722,40.90032,52.22508,40.75345,52.188362,53.65127,55.41282
473,45.0,53.0,34.979736,53.0,45.0,52.0,64.0,50.0,46.244934,45.0,34.624134,46.156033,37.390465,46.84762,36.88253,46.720634,33.9119,45.977974,48.185104,49.546276
474,40.0,42.0,32.670002,42.0,31.0,40.0,54.0,37.666668,36.4175,45.0,34.457607,36.864403,36.14718,37.286797,32.5716,36.3929,32.6906,36.42265,53.611027,41.652756
475,35.0,35.0,33.93677,35.0,31.0,35.0,31.0,33.666668,33.73419,45.0,35.22319,34.055798,37.66378,34.665947,34.566975,33.891743,35.530018,34.132504,55.60335,39.150837
476,40.0,43.0,40.632103,43.0,38.0,40.0,28.0,40.333332,40.408028,40.0,36.623337,39.405834,38.77463,39.943657,35.60605,39.151512,35.880207,39.22005,55.622505,44.155624
477,40.0,46.0,43.074043,46.0,30.0,41.0,35.0,39.0,40.01851,35.0,36.204414,38.3011,39.67578,39.168945,40.17003,39.292507,36.144768,38.286194,59.204174,44.051044
478,35.0,40.0,42.22744,40.0,32.0,38.0,28.0,36.666668,38.05686,30.0,35.809624,36.452408,42.336845,38.084213,40.371796,37.59295,35.72957,36.432392,61.527336,42.881836
479,35.0,39.0,42.230778,39.0,31.0,36.0,27.0,35.333332,37.057693,30.0,39.07528,36.26882,40.43566,36.608917,39.395195,36.3488,36.149387,35.537346,61.35926,41.839813
480,30.0,35.0,29.983904,35.0,30.0,31.0,25.0,32.0,31.495975,30.0,30.114336,31.528584,30.965914,31.741478,30.245945,31.561485,30.506386,31.626596,41.228012,34.307003
481,25.0,25.0,28.524288,25.0,25.0,26.0,21.0,25.333334,26.131073,30.0,27.617294,25.904324,28.318863,26.079716,26.932962,25.73324,27.672152,25.918037,39.356483,28.83912
482,70.0,70.0,82.64777,70.0,62.0,70.0,70.0,67.333336,71.16194,105.0,74.10783,69.026955,76.288376,69.5721,78.640396,70.160095,73.665665,68.91641,54.968616,64.24216
483,70.0,64.0,68.76569,64.0,63.0,66.0,65.0,64.333336,65.44142,120.0,60.701046,63.425262,67.8549,65.21372,65.82046,64.70512,63.11618,64.029045,58.04411,62.76103
484,80.0,73.0,91.07442,73.0,80.0,74.0,64.0,75.666664,79.5186,120.0,86.54443,78.38611,83.819885,77.70497,84.89798,77.974495,86.778915,78.44473,60.02887,71.75722
485,105.0,97.0,113.34607,97.0,97.0,94.0,77.0,96.0,100.33652,110.0,112.77623,100.19406,104.438736,98.10968,110.34037,99.58509,112.16788,100.04197,59.295944,86.82399
486,105.0,107.0,111.650696,107.0,92.0,101.0,80.0,100.0,102.912674,100.0,107.26996,101.81749,113.74229,103.43557,107.532715,101.88318,110.13258,102.53314,62.25713,90.564285
487,110.0,105.0,116.23208,105.0,99.0,93.0,68.0,99.0,103.30802,90.0,111.60529,102.15132,106.931496,100.98287,103.94742,100.236855,113.663704,102.665924,69.173386,91.54335
488,100.0,92.0,100.81197,92.0,67.0,85.0,64.0,81.333336,86.202995,70.0,98.00691,85.501724,100.1511,86.03777,94.05356,84.51339,99.408035,85.852005,69.75481,78.438705
489,75.0,74.0,84.44882,74.0,64.0,56.0,65.0,64.666664,69.612206,55.0,86.25087,70.06271,90.86919,71.2173,86.3689,70.092224,82.841385,69.21034,66.14186,65.03546
490,60.0,58.0,78.58061,58.0,52.0,52.0,66.0,54.0,60.145153,45.0,73.5709,58.892723,80.248146,60.562035,81.532394,60.8831,73.549706,58.88743,68.46005,57.615013
491,55.0,53.0,62.88975,53.0,46.0,48.0,52.0,49.0,52.47244,40.0,67.675316,53.66883,73.11434,55.028587,70.90209,54.475525,65.07733,53.019333,61.15872,52.03968
492,35.0,33.0,44.648575,33.0,45.0,32.0,48.0,36.666668,38.662144,40.0,54.788063,41.197014,46.939213,39.234802,50.85207,40.213017,45.25433,38.813583,46.378235,39.09456
493,30.0,25.0,30.620607,25.0,36.0,31.0,41.0,30.666666,30.655151,40.0,34.77648,31.69412,34.059937,31.514984,35.53861,31.884651,31.769508,30.942377,52.855255,36.213814
494,30.0,22.0,30.194284,22.0,38.0,27.0,25.0,29.0,29.29857,35.0,30.059084,29.26477,30.438255,29.359564,32.775505,29.943876,29.7256,29.1814,46.391563,33.347893
495,30.0,22.0,28.383148,22.0,33.0,28.0,26.0,27.666666,27.845787,30.0,29.87266,28.218164,29.713186,28.178297,31.94533,28.736332,29.97271,28.243177,42.847984,31.461996
496,30.0,22.0,31.515188,22.0,33.0,32.0,29.0,29.0,29.628798,30.0,32.5281,29.882025,33.90297,30.225742,34.734135,30.433533,34.77076,30.44269,42.851364,32.46284
497,30.0,22.0,34.61798,22.0,31.0,31.0,25.0,28.0,29.654495,30.0,33.325844,29.33146,32.43474,29.108685,35.42791,29.856977,34.486435,29.621609,42.935684,31.733921
498,25.0,20.0,30.417408,20.0,28.0,25.0,28.0,24.333334,25.854351,24.999998,27.27641,25.069103,29.82402,25.706005,32.953346,26.488337,28.170599,25.29265,38.77809,27.944523
499,100.0,89.0,108.66511,89.0,65.0,87.0,79.0,80.333336,87.416275,120.0,98.924835,84.98121,107.43007,87.10751,102.31232,85.82808,102.003105,85.75078,53.815285,73.70382
500,95.0,98.0,116.72409,98.0,69.0,88.0,87.0,85.0,92.93102,115.0,107.92094,90.73023,109.62463,91.15616,118.19653,93.29913,115.3058,92.57645,66.905075,80.47627
501,100.0,109.0,108.0349,109.0,76.0,87.0,88.0,90.666664,95.00873,110.0,103.82237,93.9556,100.289246,93.07231,104.96858,94.24214,113.19115,96.29779,61.56842,83.392105
502,105.0,107.0,101.55796,107.0,64.0,82.0,73.0,84.333336,88.63949,100.0,109.239716,90.55993,103.01535,89.00384,101.04445,88.51111,110.72624,90.931564,61.164856,78.541214
503,90.0,110.0,102.02298,110.0,64.0,78.0,70.0,84.0,88.505745,85.0,110.0992,90.524796,103.56067,88.89017,103.10828,88.77707,111.91565,90.97891,72.75504,81.18876
504,90.0,103.0,92.8138,103.0,66.0,74.0,73.0,81.0,83.953445,70.0,103.835785,86.70895,100.80138,85.95035,98.55653,85.38913,101.927345,86.231834,72.77727,78.94432
505,80.0,94.0,88.6364,94.0,64.0,68.0,74.0,75.333336,78.6591,60.0,91.54056,79.38514,90.26596,79.06649,90.37769,79.09442,91.314224,79.32855,75.401596,75.3504
506,70.0,74.0,80.116776,74.0,55.0,60.0,70.0,63.0,67.27919,45.0,76.81672,66.45418,76.96103,66.49026,78.75693,66.93923,75.12694,66.03174,72.70349,65.42587
507,60.0,60.0,62.112125,60.0,44.0,54.0,70.0,52.666668,55.02803,45.0,65.71207,55.928017,54.980972,53.245243,55.948444,53.48711,57.001328,53.75033,58.090893,54.022724
508,45.0,45.0,49.004524,45.0,45.0,40.0,57.0,43.333332,44.75113,40.0,45.25634,43.814087,49.201874,44.80047,49.148766,44.787193,43.194733,43.298683,46.059807,44.014954
509,40.0,46.0,37.95484,46.0,39.0,42.0,58.0,42.333332,41.23871,40.0,38.368782,41.342194,40.122456,41.780613,37.671303,41.167824,36.860374,40.965096,46.82522,43.456306
510,35.0,42.0,32.914772,42.0,48.0,37.0,46.0,42.333332,39.97869,40.0,28.148489,38.78712,34.50033,40.375084,32.881157,39.97029,28.75879,38.939697,41.05215,42.01304
511,35.0,36.0,34.338745,36.0,42.0,35.0,38.0,37.666668,36.834686,40.0,40.82697,38.45674,33.80516,36.70129,35.301346,37.075336,39.292503,38.073128,46.19503,39.79876
512,30.0,33.0,33.15631,36.0,38.0,34.0,39.0,35.0,34.539078,37.5,33.86364,34.71591,29.020504,33.505127,28.308,33.327,33.999256,34.749813,46.035225,37.758804
513,30.0,36.0,35.05045,36.0,36.0,35.0,37.0,35.666668,35.51261,35.0,32.521515,34.88038,32.494358,34.87359,31.485909,34.621475,34.391037,35.34776,44.413193,37.8533
514,30.0,36.0,35.940197,36.0,40.0,37.0,35.0,37.666668,37.23505,35.0,31.328842,36.08221,34.524666,36.881165,32.441376,36.360344,31.568512,36.142128,46.94414,39.986034
515,30.0,36.0,36.398705,37.0,34.0,34.0,32.0,34.666668,35.099678,32.5,31.178137,33.794533,32.842766,34.210693,35.380207,34.84505,33.267994,34.316998,46.032505,37.508125
516,95.0,93.0,91.56086,93.0,78.0,98.0,74.0,89.666664,90.14021,75.0,84.72698,88.43175,86.81613,88.95403,86.5281,88.88203,81.50177,87.62544,65.32806,83.582016
517,95.0,94.0,93.44086,94.0,68.0,92.0,69.0,84.666664,86.860214,85.0,93.88738,86.97185,88.75469,85.688675,89.77789,85.94447,90.40498,86.10124,58.44283,78.11071
518,95.0,91.0,93.65411,91.0,66.0,89.0,69.0,82.0,84.91353,90.0,96.148,85.537,88.01308,83.503265,91.19084,84.297714,97.4035,85.850876,55.78357,75.44589
519,100.0,95.0,97.90958,95.0,70.0,91.0,72.0,85.333336,88.477394,95.0,96.27576,88.06894,93.42918,87.35729,90.71631,86.67908,96.17384,88.04346,55.973686,77.99342
520,100.0,97.0,107.17413,97.0,76.0,89.0,79.0,87.333336,92.29353,90.0,104.143036,91.53576,106.504654,92.12616,102.467575,91.1169,102.240265,91.06007,48.64966,77.662415
521,90.0,97.0,103.76021,97.0,80.0,91.0,73.0,89.333336,92.94005,85.0,100.85976,92.214935,106.58071,93.64518,101.73259,92.43315,101.06479,92.2662,48.03145,79.00786
522,85.0,99.0,101.82904,99.0,81.0,88.0,85.0,89.333336,92.45726,80.0,100.75872,92.18968,107.73885,93.934715,100.59194,92.14799,103.07406,92.76852,46.902298,78.72557
523,80.0,93.0,91.498886,93.0,74.0,79.0,80.0,82.0,84.374725,75.0,80.60922,81.652306,86.71439,83.1786,84.84428,82.71107,82.46716,82.11679,50.164833,74.04121
524,75.0,76.0,76.4182,76.0,64.0,66.0,74.0,68.666664,70.60455,60.0,70.32901,69.08225,75.20218,70.300545,65.96727,67.99182,70.38341,69.095856,56.759525,65.68988
525,60.0,64.0,63.487488,64.0,64.0,57.0,70.0,61.666668,62.121872,55.0,63.094246,62.02356,63.158623,62.039658,60.174973,61.293743,67.55499,63.13875,53.45077,59.612694
526,50.0,57.0,56.928284,57.0,54.0,50.0,63.0,53.666668,54.48207,45.0,57.279194,54.569798,56.477932,54.369484,55.34805,54.087013,59.404617,55.101154,54.044003,53.761
527,45.0,54.0,52.16928,54.0,46.0,44.0,57.0,48.0,49.04232,40.0,53.898487,49.47462,50.46439,48.616096,54.481194,49.6203,55.5744,49.8936,45.614033,47.403507
528,40.0,35.0,34.278427,35.0,42.0,33.0,43.0,36.666668,36.069607,35.0,36.55672,36.63918,33.36878,35.842194,32.443756,35.61094,36.805042,36.70126,39.28015,37.320038
529,35.0,24.0,33.651173,24.0,36.0,32.0,35.0,30.666666,31.412792,30.0,33.44996,31.36249,30.497545,30.624386,31.404072,30.851017,33.705105,31.426277,37.912506,32.478127
530,30.0,16.0,28.72517,16.0,34.0,27.0,31.0,25.666666,26.431293,30.0,27.354374,26.088593,26.406994,25.85175,27.551508,26.137877,28.489033,26.372257,35.439262,28.109816
531,60.0,63.0,62.22779,63.0,64.0,64.0,50.0,63.666668,63.306946,90.0,63.90139,63.72535,61.126804,63.0317,62.60803,63.402008,67.70757,64.676895,39.70938,57.677345
532,70.0,73.0,77.744736,73.0,42.0,70.0,52.0,61.666668,65.68619,85.0,77.15469,65.53867,78.31799,65.8295,78.407585,65.8519,75.9643,65.24107,42.063457,56.765865
533,95.0,89.0,104.26498,89.0,55.0,75.0,53.0,73.0,80.816246,80.0,98.12285,79.280716,98.42418,79.35605,101.7594,80.18985,92.645325,77.91133,48.12299,66.78075
534,105.0,100.0,110.52182,100.0,61.0,89.0,60.0,83.333336,90.130455,90.0,110.26332,90.06583,109.90721,89.97681,113.08821,90.77205,105.96482,88.9912,48.335,74.58375
535,95.0,99.0,104.385445,99.0,82.0,98.0,63.0,93.0,95.84636,100.0,98.56582,94.39146,101.14694,95.036736,97.75044,94.18761,96.72281,93.9307,52.51087,82.877716
536,95.0,89.0,90.932816,89.0,99.0,94.0,65.0,94.0,93.2332,105.0,81.2448,90.8112,86.829865,92.207466,81.586624,90.89665,76.274124,89.56853,64.66325,86.66582
537,85.0,78.0,85.650795,78.0,96.0,86.0,64.0,86.666664,86.4127,105.0,72.654655,83.163666,73.62994,83.407486,73.36366,83.34091,69.828995,82.457245,69.26229,82.315575
538,100.0,92.0,99.73131,92.0,111.0,99.0,61.0,100.666664,100.43283,110.0,97.42462,99.856155,97.99074,99.99768,103.33655,101.33414,99.70813,100.42703,74.019966,94.00499
539,110.0,104.0,105.22979,104.0,98.0,106.0,66.0,102.666664,103.30745,110.0,109.570145,104.39253,111.30627,104.82657,116.41752,106.10438,104.196884,103.049225,77.81677,96.45419
540,110.0,105.0,108.62385,105.0,96.0,104.0,68.0,101.666664,103.40596,110.0,107.795746,103.19894,108.938416,103.484604,114.01701,104.75426,113.229614,104.5574,83.00221,97.00055
541,110.0,100.0,106.82017,100.0,111.0,99.0,65.0,103.333336,104.20504,110.0,109.66997,104.917496,104.98701,103.74675,108.306404,104.5766,110.604614,105.15115,82.9348,98.2337
542,115.0,102.0,107.48776,102.0,122.0,106.0,75.0,110.0,109.37194,115.0,109.638,109.9095,109.002266,109.750565,111.08422,110.27106,106.86403,109.216,90.72212,105.18053
543,115.0,100.0,104.237656,100.0,114.0,105.0,68.0,106.333336,105.80942,120.0,110.48097,107.37024,105.04174,106.01044,107.85489,106.71372,109.78671,107.19668,92.31212,102.82803
544,105.0,101.0,102.18794,101.0,114.0,104.0,78.0,106.333336,105.29698,125.0,108.712944,106.92824,106.856125,106.464035,107.450874,106.61272,107.07825,106.51956,93.168686,103.042175
545,105.0,91.0,102.79849,91.0,118.0,99.0,79.0,102.666664,102.69962,130.0,108.95754,104.23939,106.31854,103.579636,108.704834,104.17621,104.51346,103.128365,98.13173,101.53293
546,115.0,101.0,106.25249,101.0,114.0,104.0,79.0,106.333336,106.313126,135.0,109.70807,107.17702,112.84535,107.961334,117.79103,109.197754,108.61612,106.90403,102.85162,105.462906
547,115.0,107.0,112.315956,107.0,120.0,109.0,81.0,112.0,112.07899,135.0,111.894196,111.97355,116.1103,113.02757,121.518234,114.37956,103.98848,109.997116,98.93877,108.734695
548,115.0,104.0,113.87872,104.0,109.0,108.0,76.0,107.0,108.71968,130.0,117.85739,109.71435,118.928055,109.98201,122.574524,110.89363,104.6597,106.414925,100.91077,105.47769
549,115.0,116.0,116.88229,116.0,119.0,110.0,76.0,115.0,115.47057,120.0,120.573456,116.393364,127.522095,118.13052,130.77942,118.944855,106.867134,112.96678,99.42951,111.107376
550,120.0,116.0,115.22586,116.0,113.0,112.0,76.0,113.666664,114.056465,120.0,118.31633,114.82909,122.37454,115.843636,129.00908,117.50227,110.79237,112.94809,99.28526,110.07132
551,125.0,114.0,111.79742,114.0,114.0,110.0,69.0,112.666664,112.449356,115.0,117.720436,113.93011,121.46295,114.86574,120.35573,114.58893,107.82272,111.45568,103.31391,110.328476
552,110.0,105.0,111.93645,105.0,118.0,105.0,67.0,109.333336,109.984116,115.0,113.42743,110.35686,118.51312,111.62828,118.70798,111.676994,113.75485,110.43871,100.3707,107.092674
553,100.0,95.0,92.505554,95.0,100.0,93.0,64.0,96.0,95.12639,110.0,106.72861,98.68215,98.4957,96.623924,97.37193,96.34299,103.90201,97.9755,78.53609,91.63402
554,100.0,90.0,100.483505,90.0,101.0,93.0,59.0,94.666664,96.12088,100.0,115.278114,99.81953,100.41045,96.102615,97.163284,95.29082,109.067444,98.26686,81.31521,91.328804
555,100.0,91.0,97.166275,91.0,98.0,95.0,74.0,94.666664,95.291565,100.0,99.39422,95.84856,90.12577,93.53144,87.70276,92.92569,105.34336,97.33584,71.71985,88.92996
556,100.0,94.0,95.08789,94.0,96.0,99.0,70.0,96.333336,96.02197,100.0,94.272064,95.818016,90.75481,94.938705,86.18355,93.79588,97.72725,96.68181,73.33203,90.58301
557,100.0,88.0,91.09122,88.0,99.0,93.0,71.0,93.333336,92.772804,105.0,83.41584,90.85396,93.374016,93.343506,87.06815,91.76704,84.02491,91.006226,71.3452,87.8363
558,95.0,79.0,85.76401,79.0,99.0,92.0,67.0,90.0,88.941,105.0,76.51102,86.627754,80.547295,87.636826,79.6446,87.41115,72.95768,85.73942,58.554478,82.13862
559,95.0,89.0,93.65849,89.0,106.0,94.0,67.0,96.333336,95.66463,110.0,81.77171,92.69293,85.690926,93.67273,86.96713,93.99178,74.589264,90.897316,68.5459,89.386475
560,100.0,91.0,97.4532,91.0,103.0,96.0,70.0,96.666664,96.8633,115.0,77.98451,91.996124,88.78856,94.69714,89.488815,94.87221,83.03903,93.25976,68.86886,89.71722
561,105.0,100.0,97.15457,100.0,111.0,103.0,74.0,104.666664,102.78864,115.0,80.34645,98.58661,96.19971,102.54993,95.69005,102.422516,86.61592,100.15398,69.24157,95.810394
562,105.0,97.0,94.846146,97.0,103.0,105.0,71.0,101.666664,99.96153,120.0,84.42036,97.35509,95.713196,100.1783,92.51172,99.37793,86.84034,97.96008,64.88249,92.47063
563,115.0,102.0,96.00425,102.0,119.0,107.0,75.0,109.333336,106.00106,115.0,87.27792,103.81948,98.6435,106.66087,97.08452,106.27113,87.62767,103.90692,64.374,98.0935
564,115.0,103.0,104.2789,103.0,125.0,113.0,77.0,113.666664,111.319725,105.0,96.25622,109.31406,102.69189,110.92297,105.86932,111.71733,98.07335,109.76834,66.3806,101.84515
565,115.0,101.0,96.77974,101.0,126.0,110.0,78.0,112.333336,108.44493,100.0,99.425705,109.10643,103.20729,110.05182,98.32328,108.83082,92.12565,107.28141,60.30102,99.32526
566,105.0,106.0,105.511,106.0,120.0,110.0,69.0,112.0,110.37775,95.0,107.37668,110.84417,104.37411,110.09353,105.66652,110.416626,110.47032,111.617584,63.697052,99.92426
567,100.0,93.0,100.59059,93.0,84.0,98.0,73.0,91.666664,93.897644,90.0,98.75458,93.438644,94.72148,92.430374,94.294556,92.32364,101.33163,94.08291,65.31898,85.07974
568,85.0,77.0,90.12364,77.0,81.0,75.0,61.0,77.666664,80.780914,85.0,86.24333,79.81084,86.30692,79.82673,87.30434,80.07608,90.638245,80.90956,60.470108,73.36752
569,80.0,74.0,88.7175,74.0,79.0,73.0,63.0,75.333336,78.679375,75.0,80.388794,76.5972,90.50137,79.12534,92.14924,79.53731,88.65281,78.6632,58.977516,71.24438
570,75.0,75.0,80.58054,75.0,54.0,65.0,61.0,64.666664,68.645134,65.0,79.070786,68.2677,81.69104,68.92276,86.084854,70.02121,82.35797,69.08949,56.367443,62.59186
571,75.0,75.0,76.2872,75.0,72.0,63.0,59.0,70.0,71.5718,60.0,70.852486,70.21312,77.88089,71.97022,83.28554,73.32138,70.394165,70.09854,49.88904,64.97226
572,65.0,67.0,71.418365,67.0,64.0,60.0,58.0,63.666668,65.60459,55.0,66.19686,64.29922,73.18303,66.04576,77.21194,67.052986,68.65139,64.91285,52.86762,60.966904
573,55.0,55.0,58.879093,55.0,42.0,53.0,46.0,50.0,52.219772,45.0,52.10341,50.525852,64.56348,53.64087,64.35262,53.588158,43.503273,48.375816,58.863895,52.215973
574,50.0,48.0,50.176796,48.0,41.0,43.0,43.0,44.0,45.544197,40.0,47.751076,44.937767,51.952145,45.988037,55.0267,46.756676,41.435555,43.358887,56.33985,47.08496
575,50.0,51.0,45.970634,51.0,39.0,46.0,43.0,45.333332,45.49266,40.0,44.057896,45.014473,45.18652,45.29663,49.11303,46.27826,41.219707,44.304928,54.96564,47.74141
576,50.0,52.0,44.52646,52.0,39.0,45.0,38.0,45.333332,45.131615,35.0,39.692272,43.92307,39.78097,43.945244,44.20401,45.051003,39.44458,43.861145,52.786457,47.196613
577,95.0,89.0,100.31685,89.0,89.0,89.0,101.0,89.0,91.82921,90.0,96.11342,90.77835,89.446,89.111496,92.422615,89.85565,99.05125,91.51281,50.457886,79.36447
578,105.0,102.0,92.93446,102.0,76.0,97.0,92.0,91.666664,91.98361,80.0,103.96773,94.74193,99.614044,93.65351,93.03906,92.009766,103.709,94.677246,52.617294,81.90433
579,105.0,103.0,87.69049,103.0,84.0,90.0,81.0,92.333336,91.17262,75.0,99.08845,94.02211,91.192215,92.04805,96.08594,93.271484,95.488754,93.12219,68.49626,86.37407
580,95.0,97.0,87.12076,97.0,79.0,83.0,91.0,86.333336,86.53019,75.0,91.41669,87.60417,96.20525,88.801315,93.134995,88.03375,88.984314,86.99608,70.229675,82.30742
581,90.0,92.0,74.737,92.0,74.0,78.0,86.0,81.333336,79.68425,70.0,72.05976,79.01494,80.17075,81.04269,75.72844,79.93211,68.45605,78.11401,65.08993,77.272484
582,75.0,73.0,59.876957,73.0,62.0,64.0,74.0,66.333336,64.71924,65.0,54.071938,63.267982,57.17491,64.04373,54.481285,63.370323,51.93336,62.73334,53.221485,63.05537
583,60.0,65.0,53.87083,65.0,58.0,54.0,57.0,59.0,57.71771,60.0,52.24376,57.31094,55.544678,58.13617,56.09848,58.27462,49.924713,56.73118,52.03284,57.25821
584,55.0,61.0,62.27851,61.0,53.0,54.0,48.0,56.0,57.569626,55.0,58.9123,56.728073,65.5923,58.398075,64.09898,58.024746,60.34253,57.085632,55.40704,55.85176
585,50.0,59.0,47.409027,59.0,42.0,50.0,41.0,50.333332,49.602257,50.0,46.994476,49.49862,52.271717,50.81793,50.97649,50.49412,46.733326,49.43333,48.417862,49.854465
586,40.0,47.0,38.496628,47.0,41.0,42.0,38.0,43.333332,42.124157,45.0,42.537445,43.13436,37.727955,41.931988,35.01136,41.25284,40.495667,42.623917,46.0897,44.022423
587,40.0,43.0,34.695877,43.0,38.0,38.0,36.0,39.666668,38.42397,35.0,41.351986,40.087997,32.442154,37.86054,31.604668,37.65117,39.97761,39.744404,43.492096,40.623024
588,35.0,38.0,32.55928,38.0,37.0,36.0,33.0,37.0,35.88982,30.0,37.225685,37.05642,31.410505,35.602627,29.496296,35.124073,36.198345,36.799587,39.29348,37.57337
589,35.0,33.0,32.237747,33.0,32.0,32.0,28.0,32.333332,32.309437,30.0,34.377716,32.84443,28.707119,31.42678,27.916918,31.229229,32.430992,32.35775,38.258003,33.8145
590,30.0,25.0,29.443075,25.0,28.0,27.0,24.0,26.666666,27.36077,30.0,29.404251,27.351063,29.256079,27.31402,28.23041,27.057602,31.532959,27.88324,36.978462,29.244616
591,50.0,44.0,36.69524,44.0,37.0,48.0,27.0,43.0,41.42381,45.0,36.449192,41.362297,38.15405,41.788513,39.50736,42.12684,35.62953,41.157383,49.985138,44.746284
592,40.0,34.0,36.995136,34.0,37.0,36.0,30.0,35.666668,35.998783,50.0,37.787018,36.196754,36.566715,35.891678,38.613564,36.40339,39.12757,36.53189,51.768127,39.69203
593,45.0,36.0,41.684578,36.0,56.0,42.0,28.0,44.666668,43.921143,55.0,34.425926,42.106483,37.43814,42.859535,38.49771,43.124428,37.420177,42.855045,51.946003,46.4865
594,45.0,39.0,42.535873,39.0,75.0,47.0,34.0,53.666668,50.88397,55.0,39.708977,50.177246,37.374405,49.5936,41.158226,50.53956,42.967014,50.991753,49.619198,52.6548
595,50.0,45.0,45.04297,45.0,63.0,54.0,34.0,54.0,51.760742,55.0,49.688366,52.922092,49.660378,52.915092,49.649853,52.912464,53.47538,53.868843,49.722126,52.93053
596,50.0,45.0,50.511395,45.0,64.0,55.0,33.0,54.666668,53.62785,60.0,57.16339,55.290848,59.055313,55.76383,57.8367,55.459175,58.186512,55.546627,50.602116,53.650528
597,60.0,59.0,54.82222,59.0,62.0,67.0,40.0,62.666668,60.705555,60.0,60.189865,62.047466,65.204124,63.301033,62.36953,62.592384,59.363823,61.840958,49.627865,59.406967
598,60.0,58.0,48.61491,58.0,59.0,63.0,55.0,60.0,57.15373,60.0,48.064682,57.01617,64.44896,61.11224,55.637558,58.90939,51.254356,57.81359,46.226734,56.556683
599,60.0,55.0,44.387882,55.0,57.0,57.0,53.0,56.333332,53.34697,50.0,44.773457,53.443363,52.992615,55.498154,50.507324,54.87683,50.79791,54.94948,44.249588,53.312397
