,HURR_STAT_TRANSFO_2016,HURR_STAT_TRANSFO_2012,SHIP,TRUTH,HWRF,OFCL,FSSE,GFSO,DSHP,Consensus_wo_HURR,Consensus_HURR_STAT_TRANSFO,HURR_STAT_GRU_2016,HURR_STAT_GRU_2012,Consensus_HURR_STAT_GRU,HURR_STAT_COMP_2016,HURR_STAT_COMP_2012,Consensus_HURR_STAT_COMP,HURR_STAT_2016,HURR_STAT_2012,Consensus_HURR_STAT,HURR_GRU_ONLY_2016,HURR_GRU_ONLY_2012,Consensus_HURR_GRU_ONLY,HURR_TRANSFO_ONLY_2016,HURR_TRANSFO_ONLY_2012,Consensus_HURR_TRANSFO_ONLY,HURR_STAT_TRANSFO_COMP_2016,HURR_STAT_TRANSFO_COMP_2012,Consensus_HURR_STAT_TRANSFO_COMP,CONSENSUS_HURR_4_XGB_MLP_MSE,CONSENSUS_HURR_4_XGB_ElasticNet_MSE
0,55.501,54.795288,85.0,55.0,58.0,70.0,65.0,57.0,85.0,69.333336,65.87525,53.590397,55.677876,65.3976,54.615498,61.8387,65.65388,52.665916,58.982185,65.16648,60.48997,61.095734,67.12249,60.562607,60.645805,67.140656,54.14313,59.167664,65.53578,55.75735607037198,54.99585
1,50.784286,53.106716,74.0,55.0,58.0,65.0,66.0,60.0,74.0,66.0,62.19607,48.903503,49.0047,61.725876,50.556137,53.78469,62.139034,49.597954,50.787037,61.89949,52.91227,53.608166,62.728065,59.57135,55.34116,64.39284,48.32774,53.297634,61.581936,50.210906790089126,49.784515
2,46.59453,52.195465,75.0,55.0,58.0,65.0,62.0,58.0,75.0,65.0,60.398632,51.085403,52.286846,61.52135,47.855503,51.998,60.713875,47.77546,48.130047,60.693863,53.478706,54.432205,62.119675,51.464455,51.195297,61.61611,48.03525,47.49245,60.758812,48.98095762273397,48.893867
3,41.552467,43.896732,59.0,55.0,51.0,65.0,54.0,54.0,59.0,54.666668,51.388115,44.8005,43.352882,52.200127,41.570377,41.488815,51.392593,40.95233,40.54951,51.238083,43.466038,42.89171,51.86651,42.99259,43.583954,51.748146,44.160473,43.35569,52.04012,43.376149576165474,43.176
4,45.698303,45.667435,52.0,47.5,56.0,50.0,53.0,57.0,41.0,50.0,48.924576,50.47423,46.68011,50.118557,43.67842,43.195007,48.419605,43.600872,44.278847,48.40022,48.96053,49.05176,49.74013,47.697384,47.632362,49.424347,45.95925,44.11448,48.989815,48.54127208324273,48.516098
5,47.44071,48.11905,39.0,50.0,45.0,50.0,47.0,42.0,39.0,43.666668,44.610176,47.086838,47.469345,44.52171,46.68646,43.38806,44.421616,46.38099,44.80441,44.345245,44.46352,43.365417,43.86588,47.9243,48.703484,44.731075,51.241962,50.19507,45.56049,47.315173703988314,47.130463
6,63.571278,60.062378,76.0,75.0,60.0,70.0,66.0,60.0,76.0,67.333336,66.39282,54.900723,51.229584,64.22518,55.343945,55.63281,64.33598,52.92205,52.843334,63.730515,53.50757,56.65831,63.876892,80.50372,79.8363,70.62593,64.85854,69.34825,66.71464,61.650623955645244,60.268127
7,70.92814,66.75548,80.0,67.5,45.0,60.0,53.0,47.0,57.0,51.666668,56.482033,65.452095,65.13208,55.11302,60.03888,70.46602,53.75972,68.61152,69.42997,55.902878,58.56732,57.02398,53.39183,82.349846,79.50803,59.337463,72.681595,73.84157,56.9204,66.95336626677715,67.42405
8,86.00557,85.73431,71.0,50.0,30.0,40.0,36.0,23.0,41.0,35.666668,48.251392,78.34646,83.206436,46.336617,73.20677,77.92451,45.051693,80.962234,73.56407,46.99056,71.95532,74.44718,44.73883,83.15033,83.03554,47.537582,77.81947,82.784256,46.20487,81.63309527359277,82.20937
9,79.203636,90.47095,75.0,37.5,38.0,30.0,35.0,30.0,34.0,35.666668,46.55091,83.38692,88.98212,47.59673,76.59322,79.41436,45.898308,74.211426,76.10979,45.302856,84.10285,84.24083,47.77571,89.974236,93.607605,49.24356,75.54916,84.96501,45.63729,84.7406674587105,83.647835
10,61.452568,62.40806,79.0,35.0,42.0,30.0,36.0,31.0,33.0,37.0,43.113144,67.69208,67.26599,44.67302,59.796886,51.289066,42.699223,54.46145,47.54728,41.365364,85.556366,81.38426,49.13909,80.48921,80.659424,47.872303,52.17897,69.92731,40.794743,69.09478895869637,67.05622
11,38.810543,37.38406,58.0,40.0,32.0,30.0,33.0,29.0,30.0,31.666666,33.452637,48.965305,45.29722,35.991325,40.44145,38.131744,33.860363,38.61039,31.444342,33.402596,47.700264,44.860874,35.675064,62.64873,57.885456,39.41218,41.542614,37.749516,34.135654,45.14844650111683,44.62214
12,38.41176,38.927307,30.0,50.0,41.0,30.0,31.0,25.0,32.0,34.666668,35.60294,35.37023,36.992058,34.84256,41.43668,43.524754,36.35917,43.121307,39.475517,36.780327,34.903717,32.318092,34.72593,52.808693,46.31922,39.20217,38.67308,44.00993,35.66827,34.977113363135686,35.1754
13,34.65261,33.48475,31.0,50.0,37.0,35.0,34.0,27.0,34.0,35.0,34.913155,34.112465,35.35161,34.778114,35.123802,38.60161,35.030952,43.150806,37.40316,37.0377,31.147083,32.50875,34.03677,43.70355,42.545235,37.175888,34.293335,30.887693,34.823334,30.749972454819282,31.497307
14,36.546635,32.07161,36.0,47.5,31.0,35.0,34.0,30.0,32.0,32.333332,33.386658,43.695225,43.06475,35.173805,36.72101,38.891586,33.430252,39.6977,41.683697,34.174423,36.684654,39.743237,33.421165,44.696003,41.618652,35.424,32.058212,37.722122,32.264553,38.74806882491413,39.417904
15,39.17337,41.531372,37.0,35.0,29.0,25.0,31.0,14.0,29.0,29.666666,32.043343,57.044132,57.32242,36.511032,42.89054,49.127895,32.972633,47.269085,50.073307,34.067272,48.705322,50.22511,34.42633,42.168148,44.318386,32.792038,40.888172,39.68116,32.472042,47.62754371154806,47.882076
16,41.427635,44.00964,43.0,40.0,34.0,45.0,46.0,40.0,43.0,41.0,41.10691,43.240208,45.174847,41.56005,44.745853,45.506966,41.936462,43.57122,44.9094,41.642807,44.59787,45.883404,41.899467,43.708527,46.157322,41.67713,40.913918,45.514893,40.978477,42.451388996809875,41.93086
17,40.1663,40.951855,42.0,40.0,34.0,45.0,42.0,40.0,42.0,39.333332,39.541576,44.858646,43.356857,40.71466,43.921474,42.886177,40.48037,42.726574,42.80204,40.181644,44.841244,44.545662,40.71031,42.942947,44.72802,40.235737,39.389095,40.733166,39.347275,42.79522215220476,42.317436
18,46.04858,46.887604,42.0,40.0,42.0,40.0,40.0,38.0,42.0,41.333332,42.512146,51.479458,48.254936,43.869865,52.842396,51.762474,44.210598,54.281807,51.128536,44.57045,53.468765,51.86149,44.36719,44.779022,45.34002,42.194756,44.875065,45.629787,42.218765,45.88837410593527,47.87189
19,43.64683,45.123848,42.0,40.0,37.0,35.0,40.0,29.0,42.0,39.666668,40.66171,44.49176,44.553207,40.87294,48.009804,48.085327,41.75245,48.65837,47.464043,41.914593,46.50236,47.68751,41.37559,45.042976,44.192204,41.010742,43.42388,43.455746,40.605972,41.96188124675386,43.076595
20,35.91165,37.071518,39.0,45.0,33.0,35.0,40.0,31.0,39.0,37.333332,36.977913,36.20777,35.92324,37.05194,39.989765,39.390724,37.99744,37.223064,38.625042,37.305767,36.44577,36.323875,37.111443,40.087265,41.410576,38.021816,35.78845,36.297756,36.947113,36.62225043263136,35.583714
21,36.545074,36.061974,32.0,45.0,37.0,35.0,35.0,34.0,32.0,34.666668,35.13627,34.734413,35.26941,34.6836,39.45792,37.919537,35.86448,37.233658,38.566544,35.308414,35.97724,35.566788,34.99431,39.9054,40.68309,35.97635,36.413086,37.769295,35.10327,36.213291390994875,34.96698
22,37.56276,37.61192,36.0,45.0,48.0,35.0,36.0,35.0,36.0,40.0,39.39069,38.29682,38.430428,39.574203,39.28579,39.939762,39.82145,38.211723,38.819324,39.552933,40.10639,39.536697,40.026596,40.32174,41.551357,40.080437,37.408226,38.267036,39.35206,38.073639348608296,37.418716
23,38.19935,39.59768,35.0,40.0,45.0,30.0,38.0,35.0,35.0,39.333332,39.049835,38.48624,39.334003,39.12156,40.944237,40.35409,39.73606,40.364975,41.311226,39.591244,40.333717,40.476887,39.583427,41.363815,42.84969,39.840954,40.436764,39.693344,39.60919,38.16303920518208,37.567528
24,45.67081,45.126373,32.0,35.0,34.0,30.0,36.0,31.0,32.0,34.0,36.9177,44.98339,46.425377,36.74585,51.11675,50.899124,38.279186,50.28826,51.03708,38.072067,47.178864,47.413677,37.294716,41.786636,42.63861,35.94666,43.379715,45.464447,36.34493,42.985220378305016,44.4955
25,42.888283,42.864426,32.0,35.0,29.0,30.0,32.0,29.0,32.0,31.0,33.97207,41.637897,41.431385,33.659473,49.26034,48.206516,35.565086,50.372215,48.278988,35.843056,42.47361,42.60454,33.8684,42.501846,42.835278,33.87546,41.254837,45.1381,33.56371,37.69925873917497,40.66889
26,43.15525,42.10553,43.0,35.0,36.0,40.0,41.0,30.0,43.0,40.0,40.78881,41.801384,41.59533,40.450348,49.302246,47.14463,42.32556,48.599167,47.340878,42.14979,41.3023,41.741035,40.325577,43.33106,43.13819,40.832764,42.615135,45.286163,40.653786,39.156283130096504,41.36254
27,34.932426,35.88566,36.0,30.0,41.0,35.0,38.0,30.0,36.0,38.333332,37.48311,34.30921,34.75492,37.3273,37.848045,38.53118,38.212013,37.890903,38.365448,38.222725,34.453255,34.334656,37.36331,41.511566,43.08004,39.12789,36.265568,37.56847,37.81639,34.44408540915275,33.443497
28,31.208923,31.24625,28.0,30.0,31.0,30.0,32.0,29.0,28.0,30.333334,30.55223,31.341516,31.248966,30.585379,33.64852,33.41927,31.16213,33.00968,33.428925,31.00242,31.18118,31.418457,30.545296,37.76416,38.217247,32.19104,30.763271,32.2605,30.440819,31.881398157102073,30.254051
29,32.833336,32.70736,31.0,30.0,29.0,30.0,32.0,29.0,31.0,30.666666,31.208334,33.13266,33.67665,31.283165,34.487534,34.380203,31.621883,33.05394,34.74084,31.263485,35.061768,34.23073,31.765442,36.91755,37.794067,32.229385,32.020035,32.625618,31.005009,33.01134432635209,32.334167
30,70.286674,74.390686,74.0,65.0,67.0,75.0,80.0,63.0,74.0,73.666664,72.82167,62.631622,63.85811,70.907906,58.310966,63.156944,69.82774,62.597176,66.37219,70.89929,65.16092,64.13193,71.54023,76.80002,75.355515,74.450005,70.12201,72.988785,72.7805,67.11251976604585,66.632195
31,69.869576,70.91528,67.0,65.0,62.0,70.0,74.0,56.0,67.0,67.666664,68.21739,70.91965,73.693535,68.47991,59.636467,63.083286,65.65912,64.706375,63.012474,66.92659,72.241684,73.100945,68.810425,73.09067,71.54104,69.02267,70.65718,73.00105,68.41429,72.84152666898164,71.07274
32,79.11093,79.70213,66.0,65.0,64.0,70.0,73.0,59.0,66.0,67.666664,70.52773,77.668106,76.720024,70.16702,73.989334,72.5798,69.24733,71.02205,72.05618,68.50551,78.596405,80.54288,70.3991,74.61784,70.99303,69.404465,79.70661,80.34004,70.67665,81.5343920571351,80.582214
33,86.02475,87.96129,62.0,60.0,64.0,60.0,68.0,68.0,62.0,64.666664,70.00619,81.427025,80.318275,68.85676,84.35241,85.17963,69.588104,77.92728,81.19661,67.98182,84.255585,86.645966,69.563896,80.7647,77.872086,68.69118,95.248535,87.83233,72.31213,87.00780962910562,86.322075
34,87.35786,88.59676,52.0,55.0,58.0,45.0,60.0,58.0,52.0,56.666668,64.33946,75.3603,74.50658,61.340073,75.33922,77.79962,61.334805,72.63125,77.73859,60.657814,76.92442,76.74023,61.731106,77.29702,75.33998,61.824257,86.43714,85.19934,64.10928,84.89750990696773,83.50546
35,80.96214,80.396866,56.0,55.0,63.0,50.0,54.0,67.0,56.0,57.666668,63.490536,67.013794,66.772484,60.00345,69.4497,69.3835,60.612427,67.69033,70.818344,60.172585,68.118744,69.38713,60.279686,73.45335,74.74857,61.613335,78.11777,83.5335,62.77944,76.51033559309437,75.37648
36,73.16757,73.002716,59.0,55.0,57.0,55.0,58.0,61.0,59.0,58.0,61.791893,65.155136,66.93076,59.788784,68.403175,68.796585,60.600792,67.83614,69.80984,60.459038,65.11692,67.251465,59.77923,67.87487,67.05231,60.46872,68.849976,72.68842,60.712494,69.97143578073714,69.781525
37,51.12911,48.96794,55.0,55.0,52.0,55.0,55.0,55.0,55.0,54.0,53.282276,50.44671,53.16029,53.11168,48.140434,48.798412,52.53511,51.18348,52.42935,53.295868,52.733322,51.74538,53.68333,51.730465,50.49241,53.432617,50.13984,47.574417,53.034958,49.40093288377157,50.19326
38,44.67594,45.774345,53.0,55.0,46.0,55.0,55.0,48.0,53.0,51.333332,49.668983,44.418453,43.415733,49.604614,43.72802,45.838455,49.432007,46.80844,44.000633,50.20211,44.183365,43.50133,49.54584,46.223934,45.98375,50.055984,46.363453,44.009613,50.090862,42.75703015618875,43.49184
39,50.517895,49.745224,58.0,55.0,53.0,60.0,60.0,47.0,58.0,57.0,55.379475,50.851738,50.181675,55.462936,48.905563,50.7566,54.97639,53.06337,48.88213,56.015842,48.407852,47.804413,54.851963,46.471813,47.598595,54.367954,49.955048,48.756554,55.23876,48.67781212454167,49.734833
40,54.59062,52.812935,65.0,55.0,46.0,65.0,65.0,44.0,65.0,58.666668,57.647655,58.33024,56.57122,58.582558,56.14902,56.302322,58.037254,56.236687,51.78257,58.059174,55.306206,53.64545,57.826553,47.725952,48.77897,55.931488,55.430782,50.038296,57.857697,56.81464530496987,56.67875
41,55.422066,53.63522,64.0,60.0,61.0,65.0,69.0,45.0,64.0,64.666664,62.355515,56.17648,56.525482,62.54412,53.822933,53.322002,61.955734,57.334095,54.18032,62.833523,54.61468,54.82416,62.15367,48.145836,48.39551,60.53646,54.399006,51.71798,62.09975,54.438270691634564,55.24986
42,57.081993,56.370697,67.0,65.0,63.0,65.0,73.0,56.0,67.0,67.666664,65.0205,59.12027,63.87508,65.53007,57.62708,56.251396,65.15677,58.98507,56.928112,65.49627,61.33598,58.78251,66.08399,51.06782,50.09051,63.516956,57.877537,52.585506,65.21938,57.76016326124027,58.040813
43,57.616814,57.604683,67.0,75.0,72.0,70.0,78.0,67.0,67.0,72.333336,68.654205,60.072044,61.714554,69.26801,56.956326,58.90511,68.48908,57.88527,56.80536,68.72131,57.65825,58.11687,68.664566,50.853485,50.540764,66.96337,55.445396,53.764977,68.11135,59.031886062728105,59.09705
44,57.318268,57.85164,70.0,80.0,85.0,70.0,81.0,74.0,70.0,78.666664,73.32957,62.62898,59.698956,74.65724,57.96373,55.273163,73.49094,56.77273,56.049393,73.193184,57.70213,57.70255,73.42553,52.33686,51.937954,72.08421,55.803345,56.50103,72.950836,61.359311628825054,60.892426
45,68.110886,67.21671,77.0,90.0,78.0,75.0,87.0,71.0,77.0,80.666664,77.527725,74.839325,74.560486,79.20983,68.745026,67.05521,77.68626,66.769615,67.94245,77.192406,72.92837,72.81513,78.73209,59.6286,60.239315,75.40715,67.98657,66.977776,77.49664,73.46452308098877,73.172966
46,76.23385,75.66823,76.0,100.0,72.0,80.0,85.0,74.0,76.0,77.666664,77.308464,77.25009,77.07661,77.56252,77.863106,76.77893,77.715775,74.356964,73.51668,76.83924,74.49341,75.24573,76.87335,67.25345,67.89624,75.06336,76.10559,75.643585,77.2764,78.2193379202727,78.42701
47,87.31592,87.58934,87.0,105.0,83.0,95.0,98.0,77.0,87.0,89.333336,88.82898,84.20912,83.38022,88.05228,83.87233,84.972664,87.96808,84.448296,84.12612,88.112076,83.39899,85.36284,87.84975,69.21461,66.42271,84.30365,89.24047,83.460495,89.31012,87.10946398531159,87.029175
48,87.40375,89.559586,83.0,100.0,87.0,95.0,93.0,78.0,83.0,87.666664,87.60094,80.715675,80.964264,85.92892,85.20233,89.33162,87.05058,90.12363,87.54056,88.28091,83.76005,86.77983,86.69001,67.530266,59.095608,82.63257,90.27182,87.75687,88.317955,84.17342227575611,83.72332
49,89.54834,94.62681,90.0,95.0,93.0,95.0,97.0,74.0,90.0,93.333336,92.387085,90.96054,93.338936,92.740135,91.9389,95.91275,92.984726,94.40588,96.16054,93.60147,91.74451,93.093765,92.93613,61.988922,53.248264,85.49723,85.718094,89.58943,91.42952,91.32874054205453,90.93696
50,92.334274,93.19845,100.0,90.0,93.0,100.0,97.0,80.0,100.0,96.666664,95.58357,94.26709,100.883896,96.06677,97.90505,100.34671,96.976265,100.99577,100.715126,97.74895,100.26862,101.966095,97.567154,53.31153,55.647537,85.82788,90.097046,88.86673,95.02426,95.6377739161513,93.62375
51,93.080475,94.01398,103.0,85.0,81.0,100.0,93.0,82.0,103.0,92.333336,92.52012,88.45333,96.069,91.363335,90.603714,92.05803,91.900925,94.81027,98.33058,92.95257,98.59871,101.5979,93.89967,58.835873,61.07578,83.95897,84.56604,90.934746,90.39151,91.47723568973558,91.08603
52,81.97942,83.147964,96.0,85.0,90.0,95.0,87.0,82.0,96.0,91.0,88.74486,77.15649,79.15363,87.53912,78.30994,83.313835,87.827484,80.86159,82.859604,88.46539,83.03302,84.68634,89.008255,62.675964,61.814537,83.91899,75.87582,82.28252,87.218956,79.9035145956961,79.973236
53,75.95317,73.232056,98.0,85.0,80.0,95.0,94.0,81.0,98.0,90.666664,86.9883,76.51042,75.118965,87.12761,76.0771,77.81655,87.01927,75.44568,75.46007,86.86142,80.85947,81.54654,88.21487,63.122913,64.002594,83.78073,73.91189,71.27994,86.477974,76.9990719561866,77.31586
54,78.27555,75.6045,97.0,95.0,95.0,85.0,91.0,83.0,97.0,94.333336,90.318886,78.21425,76.320946,90.30356,76.04854,75.27147,89.76213,75.98343,76.565285,89.74586,77.39229,78.83336,90.09807,60.542355,59.327038,85.88559,79.43522,74.92305,90.6088,79.4546058197948,79.489395
55,75.51482,74.97769,89.0,105.0,88.0,85.0,90.0,76.0,89.0,89.0,85.62871,76.41696,76.78381,85.85424,71.08276,73.93175,84.52069,73.47627,74.0128,85.119064,75.143265,75.606285,85.53581,61.823524,58.60107,82.20588,73.572876,73.789406,85.14322,76.80481114139113,76.845695
56,77.49711,77.78845,90.0,105.0,89.0,85.0,90.0,78.0,90.0,89.666664,86.624275,80.72548,79.31799,87.431366,77.19594,74.762634,86.54898,75.80878,77.18056,86.202194,78.82327,79.47538,86.95582,60.85836,58.334297,82.46459,76.704124,79.369965,86.42603,80.51257851313567,80.777504
57,79.64207,80.39491,84.0,100.0,85.0,90.0,88.0,77.0,84.0,85.666664,84.160515,84.08571,82.276375,85.27142,77.3486,76.22166,83.58715,79.75583,81.44595,84.18896,80.99621,80.908875,84.499054,63.765175,65.320724,80.19129,77.9984,79.08709,83.7496,83.555612737887,83.03076
58,81.42376,89.261826,90.0,95.0,98.0,90.0,93.0,92.0,90.0,93.666664,90.60594,87.54631,86.82859,92.13658,86.97731,87.81534,91.99432,89.027824,89.80675,92.50696,84.05936,84.63353,91.26484,66.19178,62.53969,86.79794,78.2541,86.91159,89.81352,85.03382025127539,85.075264
59,87.31674,88.37779,97.0,90.0,93.0,95.0,96.0,88.0,97.0,95.333336,93.329185,90.87633,89.41328,94.219086,91.445465,91.34929,94.36137,96.051636,92.47751,95.51291,87.60327,90.742065,93.40082,68.91817,66.18033,88.72954,85.96117,90.57034,92.990295,90.16865988687616,89.18084
60,83.007416,85.01176,95.0,85.0,105.0,95.0,86.0,86.0,95.0,95.333336,92.251854,83.9923,83.73555,92.49808,90.26448,87.31968,94.06612,87.15496,82.8437,93.28874,83.61969,83.48705,92.40492,65.74064,68.006355,87.93516,81.81503,84.70482,91.95376,85.06218147476477,84.698235
61,78.719696,78.47508,90.0,80.0,89.0,85.0,84.0,75.0,90.0,87.666664,85.429924,77.4073,75.868454,85.10182,81.23078,81.01704,86.05769,79.4871,75.829216,85.62177,77.63675,76.46383,85.15919,67.26396,67.345665,82.565994,79.252426,81.16502,85.56311,78.49666725162457,79.059845
62,74.91698,72.13421,82.0,75.0,75.0,75.0,74.0,78.0,82.0,77.0,76.47925,71.7843,73.15405,75.696075,71.036865,72.87816,75.50922,73.122604,71.651276,76.030655,72.805244,72.859055,75.95131,67.12891,65.56791,74.53223,69.82281,72.09047,75.2057,72.82984538034509,73.79238
63,70.493034,67.15423,71.0,70.0,68.0,70.0,66.0,68.0,71.0,68.333336,68.87326,68.7682,70.20296,68.44205,67.61219,70.94504,68.153046,68.54034,65.844666,68.385086,68.25745,68.6,68.31436,65.92955,65.66468,67.73239,68.9796,65.04797,68.4949,70.21907531427601,70.216095
64,64.71038,61.397064,62.0,65.0,68.0,60.0,57.0,64.0,62.0,62.333332,62.927597,63.955566,65.20025,62.73889,64.500626,62.58452,62.875156,62.108246,61.051193,62.27706,62.916298,62.900505,62.479073,68.51973,67.94543,63.879932,69.72838,63.943565,64.1821,65.46367649516904,65.30585
65,64.8445,60.245567,55.0,60.0,50.0,55.0,51.0,56.0,55.0,52.0,55.211124,60.42731,63.113564,54.106827,62.96318,61.901478,54.740795,58.179073,58.882355,53.54477,58.91116,61.6408,53.72779,65.5314,64.399185,55.38285,63.5742,64.07561,54.89355,65.19517095367108,64.01801
66,55.03263,57.03222,46.0,45.0,45.0,50.0,43.0,41.0,46.0,44.666668,47.258156,55.0006,57.93451,47.25015,53.56465,59.650932,46.891163,53.528374,56.001537,46.882095,54.105995,57.296497,47.026497,57.556236,56.072758,47.88906,61.685406,54.34086,48.921352,55.3859858993547,55.237507
67,51.70341,53.10899,37.0,35.0,42.0,45.0,36.0,34.0,37.0,38.333332,41.675854,51.204773,53.592224,41.551193,49.90886,50.730038,41.227215,52.025047,52.35187,41.756264,52.099403,53.951454,41.77485,53.14566,54.635963,42.036415,49.800964,53.2359,41.20024,50.49718903822573,50.993774
68,47.676823,45.996124,30.0,30.0,46.0,40.0,31.0,32.0,30.0,35.666668,38.669205,49.332626,51.950615,39.083157,48.023094,49.003754,38.755775,47.821156,50.771706,38.705288,49.596664,50.472786,39.149166,50.783585,53.39253,39.445896,44.993977,43.76928,37.998493,48.593283193338,48.439262
69,41.791718,39.492874,31.0,24.999998,33.0,35.0,33.0,34.0,31.0,32.333332,34.69793,42.23913,43.497696,34.809784,42.427998,44.05675,34.857,43.791275,45.890846,35.19782,44.569263,44.396675,35.392315,49.3184,49.62558,36.5796,39.822365,42.248367,34.20559,40.93248304685109,41.1625
70,60.426167,60.311733,64.0,70.0,60.0,65.0,64.0,56.0,64.0,62.666668,62.10654,70.691086,73.97975,64.672775,60.672523,65.6664,62.16813,58.770363,64.725296,61.69259,67.62696,68.6737,63.90674,59.46219,58.24714,61.865547,63.50188,63.65483,62.87547,69.368162345365,67.34943
71,65.873634,61.839985,69.0,60.0,46.0,50.0,52.0,44.0,43.0,47.0,51.718407,73.2948,75.8435,53.5737,69.43447,63.709557,52.60862,61.079185,64.22594,50.5198,70.62069,71.82269,52.905174,61.811623,60.998848,50.702904,67.746994,66.58769,52.18675,73.16841962968047,72.515045
72,56.14489,50.308815,77.0,50.0,50.0,50.0,44.0,47.0,38.0,44.0,47.036224,66.46334,63.74052,49.615837,55.798397,52.282814,46.9496,50.06105,46.44286,45.515263,65.251595,66.62899,49.312897,67.39299,62.29474,49.848248,61.01197,53.59002,48.25299,66.57104132112991,63.954216
73,54.6934,49.61821,84.0,50.0,51.0,45.0,47.0,49.0,35.0,44.333332,46.92335,56.07117,53.661366,47.26779,49.46344,44.661762,45.61586,35.845577,39.722046,42.211395,63.37245,62.02764,49.093113,66.19893,69.53221,49.799732,55.865196,55.3891,47.2163,58.25013503030935,59.5627
74,38.20913,40.67607,78.0,52.5,56.0,40.0,48.0,50.0,33.0,45.666668,43.802284,39.932545,38.42431,44.233135,44.73349,39.1122,45.433372,39.114,36.71616,44.0285,45.426605,39.748585,45.60665,55.45161,53.522945,48.112904,44.769386,37.187767,45.442345,39.4978561273336,39.263847
75,41.393097,41.722416,46.0,60.0,60.0,45.0,37.0,49.0,31.0,42.666668,42.348274,38.74699,39.27921,41.68675,39.387302,38.5963,41.846825,43.273193,41.90172,42.8183,37.5585,40.095634,41.389626,44.798534,45.56548,43.199635,43.540604,43.856308,42.88515,37.94659040622286,38.55317
76,46.356773,45.306316,45.0,60.0,59.0,50.0,50.0,54.0,37.0,48.666668,48.089195,47.830643,46.125244,48.45766,43.72394,46.348324,47.430984,45.01172,44.23543,47.75293,46.6742,46.54202,48.16855,42.868584,43.7824,47.217148,45.12756,47.24342,47.78189,46.56090504990712,46.931927
77,46.63295,46.986404,50.0,60.0,49.0,50.0,52.0,51.0,42.0,47.666668,47.408237,44.984154,44.97006,46.99604,48.511795,48.61675,47.87795,50.573765,48.637215,48.39344,43.231487,45.319088,46.557873,44.157196,43.981,46.7893,49.098286,48.689426,48.02457,44.010964490902346,44.608994
78,51.522873,52.606342,52.0,60.0,53.0,50.0,58.0,51.0,50.0,53.666668,53.13072,48.507137,50.039803,52.376785,51.27382,53.24665,53.068455,51.924282,52.471046,53.23107,49.520298,50.38423,52.630074,47.91454,50.058533,52.228634,53.539562,52.60573,53.63489,49.49280417176796,49.46666
79,40.1612,40.0756,34.0,45.0,39.0,40.0,44.0,38.0,34.0,39.0,39.2903,40.482075,40.04647,39.370518,44.49607,43.72472,40.374016,47.20244,45.821667,41.05061,40.138287,40.768517,39.284573,42.953274,42.658817,39.98832,41.19875,39.26799,39.549686,37.243319853506975,38.624207
80,44.73272,47.17652,39.0,45.0,65.0,40.0,48.0,39.0,39.0,50.666668,49.18318,45.666195,45.48106,49.41655,50.527794,51.072304,50.63195,50.531296,51.926533,50.632824,46.48758,45.48549,49.621895,44.89788,45.177673,49.224472,46.146442,47.88714,49.53661,42.510386811362935,44.253536
81,51.76707,52.930176,44.0,45.0,58.0,40.0,49.0,45.0,44.0,50.333332,50.69177,51.765812,54.85704,50.691452,55.732426,54.716877,51.683105,57.20582,57.1951,52.051453,50.34633,52.701073,50.336582,48.305206,46.31894,49.8263,49.709538,48.05973,50.177383,49.57759376507272,50.850285
82,52.626312,52.578503,47.0,45.0,48.0,40.0,50.0,57.0,47.0,48.333332,49.406578,48.185223,47.898235,48.296307,52.120354,50.799522,49.28009,55.63386,54.103664,50.158466,48.815495,47.561855,48.453873,47.4083,47.405254,48.102074,51.370377,48.89825,49.092594,48.355852076085505,49.067173
83,47.262318,49.754208,53.0,45.0,43.0,50.0,53.0,48.0,53.0,49.666668,49.06558,47.19414,50.400394,49.048534,51.78754,51.264816,50.196884,52.756176,52.041965,50.439045,48.62686,46.591286,49.406715,47.3317,48.710342,49.082924,49.327507,47.73144,49.58188,44.67900649432561,46.18514
84,46.302235,49.493233,53.0,45.0,49.0,50.0,55.0,56.0,53.0,52.333332,50.825558,50.982616,53.161053,51.995655,48.496975,48.032307,51.374245,49.32009,48.912987,51.580025,50.244125,49.37696,51.81103,46.051907,48.1262,50.762978,44.986435,48.163975,50.49661,48.25196804528635,48.370693
85,44.61725,47.66184,50.0,45.0,53.0,50.0,54.0,54.0,50.0,52.333332,50.404312,50.80098,53.46163,51.950245,45.786583,45.00717,50.696648,44.930126,46.038395,50.482533,50.459743,49.901604,51.864937,46.317715,47.41418,50.82943,45.797157,45.90223,50.699287,48.31091995232183,48.066986
86,45.595306,47.509064,52.0,45.0,46.0,50.0,58.0,47.0,52.0,52.0,50.398827,50.460926,52.635597,51.61523,45.103577,45.802032,50.275894,45.201416,45.447136,50.300354,51.37602,51.03011,51.844006,47.419785,48.227413,50.854946,45.509663,45.13557,50.377415,48.1935527474499,48.2415
87,45.801033,48.18119,54.0,45.0,50.0,50.0,60.0,47.0,54.0,54.666668,52.450256,51.882008,51.920948,53.9705,46.91401,44.94676,52.7285,45.673683,45.109932,52.41842,51.536144,51.910233,53.884037,48.220848,48.603954,53.055214,44.027756,44.984547,52.00694,49.686748755274515,49.33821
